Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
43,2:07:43,,Sammy KITWARA,26 NOV 1986,KEN,6,,London (GBR),26 APR 2015,1198
44,2:07:44,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,5,,Paris (FRA),12 APR 2015,1198
45,2:07:46,,Emmanuel MUTAI,12 OCT 1984,KEN,4,,Berlin (GER),27 SEP 2015,1198
46,2:07:47,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,3,,Seoul (KOR),15 MAR 2015,1197
46,2:07:47,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,2,,Hamburg (GER),26 APR 2015,1197
48,2:07:54,,Laban Kipngetich KORIR,30 JUN 1985,KEN,6,,Paris (FRA),12 APR 2015,1195
49,2:07:56,,Deressa CHIMSA,21 NOV 1976,ETH,7,,Paris (FRA),12 APR 2015,1195
50,2:07:57,,Ernest NGENO,20 MAY 1995,KEN,1,,Hengshui (CHN),26 SEP 2015,1194
51,2:07:58,,Tsegaye KEBEDE,15 JAN 1987,ETH,8,,Tokyo (JPN),22 FEB 2015,1194
52,2:08:02,,Bernard Kiprop KOECH,31 JAN 1988,KEN,3,,Rotterdam (NED),12 APR 2015,1193
53,2:08:03,,Birhanu GEDEFA,16 MAR 1984,ETH,1,,"Houston, TX (USA)",18 JAN 2015,1193
54,2:08:05,,Dadi Yami GEMEDA,02 APR 1988,ETH,4,,Seoul (KOR),15 MAR 2015,1192
54,2:08:05,,Robert CHEMOSIN,01 FEB 1989,KEN,2,,Warszawa (POL),26 APR 2015,1192
56,2:08:08,,Japheth KOSGEI,01 JAN 1988,KEN,2,,Košice (SVK),04 OCT 2015,1191
57,2:08:09,,Abrha MILAW ASEFA,27 FEB 1988,ETH,3,,Xiamen (CHN),03 JAN 2015,1191
58,2:08:11,,Chele DECHASA,13 JUN 1984,ETH,7,,Dubai (UAE),23 JAN 2015,1191
58,2:08:11,,Joel Kiplimo KEMBOI,05 JUN 1983,KEN,2,,Gongju (KOR),11 OCT 2015,1191
60,2:08:12,,Gebo BURKA,28 AUG 1987,ETH,2,,"Houston, TX (USA)",18 JAN 2015,1190
61,2:08:14,,Abraham CHERKOS,23 SEP 1989,ETH,5,,Seoul (KOR),15 MAR 2015,1190
62,2:08:16,,Philip KANGOGO,12 DEC 1983,KEN,1,,Barcelona (ESP),15 MAR 2015,1189
63,2:08:17,,Edwin KOECH,14 DEC 1987,KEN,5,,Eindhoven (NED),11 OCT 2015,1189
64,2:08:18,,Robert KWAMBAI,22 NOV 1985,KEN,4,,Xiamen (CHN),03 JAN 2015,1189
64,2:08:18,,Philemon RONO,08 FEB 1991,KEN,4,,Hamburg (GER),26 APR 2015,1189
64,2:08:18,,Amanuel MESEL,29 DEC 1990,ERI,4,,Warszawa (POL),26 APR 2015,1189
64,2:08:18,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,1,,Fukuoka (JPN),06 DEC 2015,1189
68,2:08:19,,Limenih GETACHEW,30 APR 1990,ETH,1,,Ljubljana (SLO),25 OCT 2015,1188
69,2:08:21,,Stephen CHEMLANY,09 AUG 1982,KEN,2,,Daegu (KOR),05 APR 2015,1188
70,2:08:28,,Richard SIGEI,11 APR 1985,KEN,5,,Warszawa (POL),26 APR 2015,1186
71,2:08:29,,Elija KEMBOI,10 SEP 1984,KEN,6,,Warszawa (POL),26 APR 2015,1185
72,2:08:31,,Getu FELEKE,28 NOV 1986,ETH,2,,Fukuoka (JPN),06 DEC 2015,1185
73,2:08:33,,Arne GABIUS,22 MAR 1981,GER,4,,Frankfurt (GER),25 OCT 2015,1184
74,2:08:37,,Mulugeta WAMI,17 JUL 1982,ETH,2,,Ljubljana (SLO),25 OCT 2015,1183
75,2:08:38,,Gebretsadik ABRAHA,16 JUL 1992,ETH,4,,Valencia (ESP),15 NOV 2015,1183
76,2:08:42,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,1,,Gold Coast (AUS),05 JUL 2015,1182
77,2:08:45,,Benjamin KIPLIMO MUTAI,1982,KEN,3,,Daegu (KOR),05 APR 2015,1181
77,2:08:45,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,5,,Amsterdam (NED),18 OCT 2015,1181
79,2:08:46,,Tebalu ZAWUDE HEYI,02 NOV 1987,ETH,1,,Seoul (KOR),01 NOV 2015,1181
80,2:08:49,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,5,,Frankfurt (GER),25 OCT 2015,1180
81,2:08:50,,Evans CHEBET,10 NOV 1988,KEN,2,,Praha (CZE),03 MAY 2015,1180
82,2:08:51,,Tesfa WOKNETH,30 SEP 1984,ETH,1,,Marrakech (MAR),25 JAN 2015,1179
83,2:08:53,,Ayele ABSHERO,28 DEC 1990,ETH,3,,Gongju (KOR),11 OCT 2015,1179
83,2:08:53,,Shura KITATA,09 JUN 1996,ETH,3,,Shanghai (CHN),08 NOV 2015,1179
85,2:08:54,,Silah LIMO,01 FEB 1992,KEN,2,,Gold Coast (AUS),05 JUL 2015,1179
86,2:08:55,,CyBrian KOTUT,06 JUN 1992,KEN,2,,Milano (ITA),12 APR 2015,1178
86,2:08:55,,Evans Kipkosgei RUTO,14 JAN 1984,KEN,3,,Gold Coast (AUS),05 JUL 2015,1178
88,2:08:56,,Samuel MWANIKI,15 AUG 1984,KEN,2,,Marrakech (MAR),25 JAN 2015,1178
88,2:08:56,,John Kemboi CHERUIYOT,05 JUL 1990,KEN,6,,Frankfurt (GER),25 OCT 2015,1178
88,2:08:56,,Satoru SASAKI,16 OCT 1985,JPN,3,,Fukuoka (JPN),06 DEC 2015,1178
91,2:08:59,,Samuel RUTTO,1994,KEN,3,,Ljubljana (SLO),25 OCT 2015,1177
92,2:09:00,,Ishimael BUSHENDICH,07 JUL 1991,KEN,1,,Toronto (CAN),18 OCT 2015,1177
93,2:09:01,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,2,,Seoul (KOR),01 NOV 2015,1177
94,2:09:05,,Felix KENY,25 DEC 1985,KEN,1,,Gunsan (KOR),12 APR 2015,1175
95,2:09:07,,Debebe TOLOSSA,1980,ETH,3,,"Houston, TX (USA)",18 JAN 2015,1175
96,2:09:08,,Samuel NDUNGU,04 APR 1988,KEN,1,,Otsu (JPN),01 MAR 2015,1175
96,2:09:08,,Philemon Gitia BAARU,20 MAY 1981,KEN,3,,Milano (ITA),12 APR 2015,1175
98,2:09:11,,Oleksandr SITKOVSKIY,09 JUN 1978,UKR,3,,Marrakech (MAR),25 JAN 2015,1174
99,2:09:12,,Hiroaki SANO,28 FEB 1988,JPN,9,,Tokyo (JPN),22 FEB 2015,1174
100,2:09:14,,Seboka NEGUSSE,07 JAN 1989,ETH,6,,Amsterdam (NED),18 OCT 2015,1173
