Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
46,2:06:11,,Daniel DO NASCIMENTO,28 JUL 1998,BRA,9,,Valencia (ESP),05 DEC 2021,1224
47,2:06:14,,Bethwel YEGON,05 JAN 1993,KEN,2,,Berlin (GER),26 SEP 2021,1224
48,2:06:18,,Othmane EL GOUMRI,28 MAY 1992,MAR,3,,Siena (ITA),11 APR 2021,1222
49,2:06:20,,Herpasa NEGASA,11 SEP 1993,ETH,10,,Valencia (ESP),05 DEC 2021,1222
50,2:06:26,,Hidekazu HIJIKATA,27 JUN 1997,JPN,2,,Otsu (JPN),28 FEB 2021,1220
51,2:06:27,,Kebede TULU,15 SEP 1996,ETH,6,,Rotterdam (NED),24 OCT 2021,1220
51,2:06:27,,Amanal PETROS,17 MAY 1995,GER,11,,Valencia (ESP),05 DEC 2021,1220
53,2:06:28,,Yohanes GHEBREGERGIS,01 JAN 1989,ERI,4,,Siena (ITA),11 APR 2021,1220
54,2:06:32,,Silas TOO,13 JAN 1988,KEN,1,,Eindhoven (NED),10 OCT 2021,1218
54,2:06:32,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,9,,Amsterdam (NED),17 OCT 2021,1218
56,2:06:33,,Mohammed ZIANI,01 JAN 1993,MAR,3,,Barcelona (ESP),07 NOV 2021,1218
57,2:06:35,,Kyohei HOSOYA,31 AUG 1995,JPN,3,,Otsu (JPN),28 FEB 2021,1218
57,2:06:35,,Galen RUPP,08 MAY 1986,USA,2,,"Chicago, IL (USA)",10 OCT 2021,1218
57,2:06:35,,Hamid BEN DAOUD,19 FEB 1996,ESP,12,,Valencia (ESP),05 DEC 2021,1218
60,2:06:36,,Merhawi KESETE,01 JAN 1986,ERI,10,,Amsterdam (NED),17 OCT 2021,1217
61,2:06:38,,Filmon ANDE,10 FEB 1998,ERI,4,,Barcelona (ESP),07 NOV 2021,1217
62,2:06:40,,Beshah YERSIIE,,ETH,8,,Milano (ITA),16 MAY 2021,1216
63,2:06:41,,Solomon Kirwa YEGO,10 MAY 1987,KEN,6,,Siena (ITA),11 APR 2021,1216
64,2:06:43,,Abdi KEBEDE,11 SEP 1997,ETH,7,,Siena (ITA),11 APR 2021,1215
65,2:06:45,,Kipkemoi KIPRONO,12 SEP 1995,KEN,5,,Barcelona (ESP),07 NOV 2021,1215
65,2:06:45,,Tadu ABATE,11 SEP 1997,ETH,13,,Valencia (ESP),05 DEC 2021,1215
67,2:06:47,,Hiroto INOUE,06 JAN 1993,JPN,4,,Otsu (JPN),28 FEB 2021,1214
67,2:06:47,,Limenih GETACHEW,30 APR 1990,ETH,8,,Siena (ITA),11 APR 2021,1214
67,2:06:47,,Kenenisa BEKELE,13 JUN 1982,ETH,3,,Berlin (GER),26 SEP 2021,1214
70,2:06:51,,Yusuke OGURA,16 APR 1993,JPN,5,,Otsu (JPN),28 FEB 2021,1213
71,2:06:52,,Abel KIRUI,06 APR 1982,KEN,10,,Milano (ITA),16 MAY 2021,1213
72,2:06:53,,Samuel Tsegay TESFAMARIAM,24 FEB 1988,ERI,9,,Siena (ITA),11 APR 2021,1212
73,2:06:54,,Marius KIMUTAI,10 DEC 1992,BRN,6,,Barcelona (ESP),07 NOV 2021,1212
74,2:06:55,,Tesfahun AKALNEW,29 APR 1999,ETH,11,,Amsterdam (NED),17 OCT 2021,1212
75,2:06:56,,Martin KIPRUGUT KOSGEY,21 MAR 1989,KEN,2,,Eindhoven (NED),10 OCT 2021,1212
76,2:06:59,,Shumi DECHASA,28 MAY 1989,BRN,1,,Genève (SUI),02 MAY 2021,1211
77,2:07:01,,Timothy KIPLAGAT,18 SEP 1993,KEN,3,,Eindhoven (NED),10 OCT 2021,1210
78,2:07:05,,Kibrom DESTA HABTU,1993,ETH,7,,Barcelona (ESP),07 NOV 2021,1209
79,2:07:07,,Simon KIPKOSGEI,03 MAY 1998,KEN,4,,Eindhoven (NED),10 OCT 2021,1209
79,2:07:07,,Mike Kiptum BOIT,14 SEP 1992,KEN,9,,Paris (FRA),17 OCT 2021,1209
81,2:07:10,,Mogos SHUMAY,01 JAN 1997,ERI,5,,Eindhoven (NED),10 OCT 2021,1208
82,2:07:11,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,10,,Siena (ITA),11 APR 2021,1207
83,2:07:12,,Shuho DAIROKUNO,23 DEC 1992,JPN,6,,Otsu (JPN),28 FEB 2021,1207
84,2:07:17,,Yemane TSEGAY,08 APR 1985,ETH,8,,Barcelona (ESP),07 NOV 2021,1206
85,2:07:18,,Simon KARIUKI,01 APR 1996,KEN,7,,Otsu (JPN),28 FEB 2021,1205
85,2:07:18,,Reuben KERIO,02 JUN 1994,KEN,1,,Košice (SVK),03 OCT 2021,1205
85,2:07:18,,Benard Kipkorir NGENO,10 AUG 1996,KEN,15,,Valencia (ESP),05 DEC 2021,1205
88,2:07:19,,Filex Malewa CHEMONGESI,19 AUG 1993,UGA,9,,Barcelona (ESP),07 NOV 2021,1205
89,2:07:20,,Masato KIKUCHI,18 SEP 1990,JPN,8,,Otsu (JPN),28 FEB 2021,1205
90,2:07:23,,Lucas Kimeli ROTICH,16 APR 1990,KEN,11,,Siena (ITA),11 APR 2021,1204
91,2:07:26,,Kento KIKUTANI,08 MAY 1994,JPN,9,,Otsu (JPN),28 FEB 2021,1203
92,2:07:27,,Yuki KAWAUCHI,05 MAR 1987,JPN,10,,Otsu (JPN),28 FEB 2021,1203
93,2:07:33,,Asrar HIYRDEN,25 NOV 1999,ETH,12,,Amsterdam (NED),17 OCT 2021,1201
93,2:07:33,,Aychew BANTIE,12 SEP 1995,ETH,13,,Amsterdam (NED),17 OCT 2021,1201
95,2:07:36,,Kazuki MURAMOTO,10 NOV 1992,JPN,11,,Otsu (JPN),28 FEB 2021,1200
95,2:07:36,,Olika ADUGNA,12 SEP 1999,ETH,16,,Valencia (ESP),05 DEC 2021,1200
97,2:07:39,,Hosea CHIRCHIR,,KEN,2,,Lisboa (POR),17 OCT 2021,1200
97,2:07:39,,Mark KORIR,06 AUG 1988,KEN,1,,Málaga (ESP),12 DEC 2021,1200
99,2:07:40,,Masaru AOKI,16 MAY 1990,JPN,12,,Otsu (JPN),28 FEB 2021,1199
100,2:07:41,,Tsubasa ICHIYAMA,08 APR 1996,JPN,13,,Otsu (JPN),28 FEB 2021,1199
