Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
37,2:06:35,,Ayad LAMDASSEM,11 OCT 1981,ESP,12,,Valencia (ESP),06 DEC 2020,1218
38,2:06:41,,Tamirat TOLA,11 AUG 1991,ETH,6,,London (GBR),04 OCT 2020,1216
39,2:06:42,,Benson KIPRUTO,17 MAR 1991,KEN,7,,London (GBR),04 OCT 2020,1216
40,2:06:43,,Michael KUNYUGA,27 JUL 1987,KEN,5,,Sevilla (ESP),23 FEB 2020,1215
41,2:06:45,,Ryu TAKAKU,18 FEB 1993,JPN,8,,Tokyo (JPN),01 MAR 2020,1215
42,2:06:47,,Bazu WORKU HAYLA,15 SEP 1990,ETH,6,,Sevilla (ESP),23 FEB 2020,1214
42,2:06:47,,Felix Kipchirchir KANDIE,10 APR 1987,KEN,13,,Valencia (ESP),06 DEC 2020,1214
44,2:06:49,,Eliud KIPCHOGE,05 NOV 1984,KEN,8,,London (GBR),04 OCT 2020,1214
45,2:06:54,,Daisuke UEKADO,11 DEC 1993,JPN,9,,Tokyo (JPN),01 MAR 2020,1212
46,2:07:03,,Hamid BEN DAOUD,19 FEB 1996,ESP,14,,Valencia (ESP),06 DEC 2020,1210
47,2:07:05,,Toshiki SADAKATA,04 MAR 1992,JPN,10,,Tokyo (JPN),01 MAR 2020,1209
47,2:07:05,,Yuya YOSHIDA,23 APR 1997,JPN,1,,Fukuoka (JPN),06 DEC 2020,1209
49,2:07:09,,Zelalem BACHA,10 JAN 1988,BRN,12,,Dubai (UAE),24 JAN 2020,1208
49,2:07:09,,Abdi NAGEEYE,02 MAR 1989,NED,15,,Valencia (ESP),06 DEC 2020,1208
51,2:07:16,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,2,,Marrakech (MAR),26 JAN 2020,1206
52,2:07:18,,Amanal PETROS,17 MAY 1995,GER,16,,Valencia (ESP),06 DEC 2020,1205
53,2:07:19,,Eyob GHEBREHIWET FANIEL,26 NOV 1992,ITA,7,,Sevilla (ESP),23 FEB 2020,1205
54,2:07:20,,Maru TEFERI,17 AUG 1992,ISR,8,,Sevilla (ESP),23 FEB 2020,1205
54,2:07:20,,Shin KIMURA,08 AUG 1988,JPN,11,,Tokyo (JPN),01 MAR 2020,1205
56,2:07:23,,Alemayehu MEKONEN,12 FEB 1997,ETH,9,,Sevilla (ESP),23 FEB 2020,1204
56,2:07:23,,Yusuke OGURA,16 APR 1993,JPN,12,,Tokyo (JPN),01 MAR 2020,1204
58,2:07:26,,Balew YIHUNLE,21 SEP 1998,ETH,13,,Dubai (UAE),24 JAN 2020,1203
58,2:07:26,,Lucas Kimeli ROTICH,16 APR 1990,KEN,17,,Valencia (ESP),06 DEC 2020,1203
60,2:07:27,,Javier GUERRA,10 NOV 1983,ESP,10,,Sevilla (ESP),23 FEB 2020,1203
60,2:07:27,,Yuta SHIMODA,31 MAR 1996,JPN,13,,Tokyo (JPN),01 MAR 2020,1203
62,2:07:28,,Girmaw AMARE,26 OCT 1987,ISR,11,,Sevilla (ESP),23 FEB 2020,1203
63,2:07:31,,Masato KIKUCHI,18 SEP 1990,JPN,14,,Tokyo (JPN),01 MAR 2020,1202
64,2:07:32,,Wondesen FELEKE,01 MAY 1998,ETH,3,,Marrakech (MAR),26 JAN 2020,1201
65,2:07:38,,Shohei OTSUKA,13 AUG 1994,JPN,2,,Fukuoka (JPN),06 DEC 2020,1200
66,2:07:39,,Tadashi ISSHIKI,05 JUN 1994,JPN,15,,Tokyo (JPN),01 MAR 2020,1200
67,2:07:40,,Dadi Yami GEMEDA,02 APR 1988,ETH,4,,Marrakech (MAR),26 JAN 2020,1199
68,2:07:43,,Lemi DUMECHA,12 SEP 1995,ETH,1,,Castellón (ESP),16 FEB 2020,1198
69,2:07:45,,Haimro ALAME,08 JUN 1990,ISR,13,,Sevilla (ESP),23 FEB 2020,1198
69,2:07:45,,Yuta SHITARA,18 DEC 1991,JPN,16,,Tokyo (JPN),01 MAR 2020,1198
71,2:07:51,,Abdi FUFA,27 SEP 1995,ETH,14,,Dubai (UAE),24 JAN 2020,1196
72,2:07:55,,Alemayehu Ameta BELACHEW,26 OCT 1985,ETH,14,,Sevilla (ESP),23 FEB 2020,1195
73,2:07:56,,Simon KARIUKI,01 APR 1996,KEN,17,,Tokyo (JPN),01 MAR 2020,1195
74,2:07:58,,Abdi KEBEDE,11 SEP 1997,ETH,5,,Marrakech (MAR),26 JAN 2020,1194
75,2:08:01,,Hamza SAHLI,10 MAY 1993,MAR,1,,Oita (JPN),02 FEB 2020,1193
76,2:08:02,,Workneh FIKIRE,30 NOV 1987,ETH,6,,Marrakech (MAR),26 JAN 2020,1193
77,2:08:03,,Gezaw BEKELE MEGERSSA,13 DEC 1987,ETH,7,,Marrakech (MAR),26 JAN 2020,1193
77,2:08:03,,Natsuki TERADA,30 AUG 1991,JPN,3,,Fukuoka (JPN),06 DEC 2020,1193
79,2:08:05,,Stephen MOKOKA,31 JAN 1985,RSA,2,,Otsu (JPN),08 MAR 2020,1192
80,2:08:06,,Abdela GODANA,11 SEP 1992,ETH,2,,Oita (JPN),02 FEB 2020,1192
81,2:08:09,,Derara HURISA,12 JUL 1997,ETH,1,,Mumbai (IND),19 JAN 2020,1191
82,2:08:12,,Getaneh MOLLA,10 JAN 1994,ETH,19,,Tokyo (JPN),01 MAR 2020,1190
83,2:08:16,,Birhan NEBEBEW,14 AUG 1994,ETH,1,,Xiamen (CHN),05 JAN 2020,1189
84,2:08:17,,Michael Mugo GITHAE,26 AUG 1994,KEN,4,,Fukuoka (JPN),06 DEC 2020,1189
85,2:08:20,,Ayele ABSHERO,28 DEC 1990,ETH,2,,Mumbai (IND),19 JAN 2020,1188
86,2:08:21,,Naoya SAKUDA,17 DEC 1994,JPN,5,,Fukuoka (JPN),06 DEC 2020,1188
87,2:08:22,,Daniel MATEO,31 AUG 1989,ESP,18,,Valencia (ESP),06 DEC 2020,1187
88,2:08:26,,Birhanu TESHOME,1996,ETH,3,,Mumbai (IND),19 JAN 2020,1186
89,2:08:36,,Kelkile GEZAHEGN,01 OCT 1996,ETH,1,,"Houston, TX (USA)",19 JAN 2020,1184
90,2:08:37,,Naoki OKAMOTO,26 MAY 1984,JPN,20,,Tokyo (JPN),01 MAR 2020,1183
91,2:08:41,,Jackson KIPROP,20 OCT 1986,UGA,4,,Mumbai (IND),19 JAN 2020,1182
91,2:08:41,,Hiribo SHANO,12 FEB 1999,ETH,2,,Castellón (ESP),16 FEB 2020,1182
93,2:08:44,,Shuhei KURATA,05 AUG 1992,JPN,21,,Tokyo (JPN),01 MAR 2020,1181
94,2:08:45,,Takuya FUJIKAWA,17 DEC 1992,JPN,22,,Tokyo (JPN),01 MAR 2020,1181
94,2:08:45,,Yuji IWATA,09 JUL 1987,JPN,23,,Tokyo (JPN),01 MAR 2020,1181
96,2:08:46,,Reuben KERIO,02 JUN 1994,KEN,2,,Xiamen (CHN),05 JAN 2020,1181
97,2:08:47,,Alemu GEMECHU,1995,ETH,8,,Marrakech (MAR),26 JAN 2020,1180
98,2:08:48,,Gezahagn ZELALEM,1993,ETH,3,,Castellón (ESP),16 FEB 2020,1180
98,2:08:48,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,3,,Otsu (JPN),08 MAR 2020,1180
100,2:08:50,,Kaan Kigen ÖZBILEN,15 JAN 1986,TUR,19,,Valencia (ESP),06 DEC 2020,1180
