Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
29,2:06:10,,Edwin KIPTOO,14 AUG 1993,KEN,3,,Seoul (KOR),17 MAR 2024,1225
30,2:06:11,,Tafese DELELEGN,11 SEP 1989,ETH,5,,Sevilla (ESP),18 FEB 2024,1224
31,2:06:18,,Kiyoto HIRABAYASHI,04 DEC 2002,JPN,1,,Osaka (JPN),25 FEB 2024,1222
31,2:06:18,,Tadu ABATE,11 SEP 1997,ETH,1,,Wuxi (CHN),24 MAR 2024,1222
33,2:06:20,,Mike Kiptum BOIT,14 SEP 1992,KEN,4,,Seoul (KOR),17 MAR 2024,1222
34,2:06:22,,Stephen KISSA,01 DEC 1988,UGA,2,,Osaka (JPN),25 FEB 2024,1221
34,2:06:22,,Balew YIHUNLE,21 SEP 1998,ETH,5,,Seoul (KOR),17 MAR 2024,1221
36,2:06:23,,Abdi FUFA,27 SEP 1995,ETH,4,,Dubai (UAE),07 JAN 2024,1221
37,2:06:24,,Asbel RUTTO,12 FEB 2002,KEN,1,,Roma (ITA),17 MAR 2024,1221
38,2:06:25,,Tsegaye GETACHEW,30 NOV 1996,ETH,5,,Tokyo (JPN),03 MAR 2024,1220
39,2:06:26,,Bethwel KIBET,04 AUG 1991,KEN,6,,Tokyo (JPN),03 MAR 2024,1220
40,2:06:27,,Samuel FITWI SIBHATU,01 JAN 1996,GER,5,,Dubai (UAE),07 JAN 2024,1220
40,2:06:27,,Haimro ALAME,08 JUN 1990,ISR,7,,Tokyo (JPN),03 MAR 2024,1220
42,2:06:29,,Simon KARIUKI,01 APR 1996,KEN,8,,Tokyo (JPN),03 MAR 2024,1219
42,2:06:29,,Lameck TOO,1995,KEN,6,,Rotterdam (NED),14 APR 2024,1219
44,2:06:31,,Yusuke NISHIYAMA,07 NOV 1994,JPN,9,,Tokyo (JPN),03 MAR 2024,1219
45,2:06:33,,Naoki KOYAMA,12 MAY 1996,JPN,3,,Osaka (JPN),25 FEB 2024,1218
46,2:06:35,,Chala REGASA,30 APR 1997,ETH,1,,Wien (AUT),21 APR 2024,1218
47,2:06:37,,Yuya YOSHIDA,23 APR 1997,JPN,4,,Osaka (JPN),25 FEB 2024,1217
48,2:06:39,,Zouhair TALBI,08 APR 1995,MAR,1,,"Houston, TX (USA)",14 JAN 2024,1216
49,2:06:40,,Tsedat Abeje AYANA,18 FEB 1996,ETH,5,,Hamburg (GER),28 APR 2024,1216
50,2:06:44,,Collins Kipkirui KIPKORIR,2001,KEN,2,,Barcelona (ESP),10 MAR 2024,1215
51,2:06:46,,Asefa BOKI,26 SEP 1997,ETH,1,,Xiamen (CHN),07 JAN 2024,1214
51,2:06:46,,Emile CAIRESS,27 DEC 1997,GBR,3,,London (GBR),21 APR 2024,1214
53,2:06:49,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,6,,Sevilla (ESP),18 FEB 2024,1214
54,2:06:50,,Eliud KIPCHOGE,05 NOV 1984,KEN,10,,Tokyo (JPN),03 MAR 2024,1213
54,2:06:50,,Abay ALEMU,14 JUN 2004,ETH,2,,Wuxi (CHN),24 MAR 2024,1213
54,2:06:50,,Oqbe Kibrom RUESOM,01 JAN 1998,ERI,6,,Hamburg (GER),28 APR 2024,1213
57,2:06:52,,Felix KIRWA,08 OCT 1995,KEN,2,,Xiamen (CHN),07 JAN 2024,1213
58,2:06:54,,Daisuke DOI,06 NOV 1996,JPN,5,,Osaka (JPN),25 FEB 2024,1212
58,2:06:54,,Kenya SONOTA,10 MAY 1993,JPN,11,,Tokyo (JPN),03 MAR 2024,1212
58,2:06:54,,Elisha ROTICH,12 APR 1990,KEN,3,,Paris (FRA),07 APR 2024,1212
61,2:06:55,,Antenayeh DAGNACHEW,29 SEP 1998,ETH,6,,Dubai (UAE),07 JAN 2024,1212
61,2:06:55,,Kyohei HOSOYA,31 AUG 1995,JPN,12,,Tokyo (JPN),03 MAR 2024,1212
63,2:06:56,,Solomon Kirwa YEGO,10 MAY 1987,KEN,6,,Seoul (KOR),17 MAR 2024,1212
64,2:06:57,,Nicholas KIRWA,16 JUN 1994,KEN,3,,Wuxi (CHN),24 MAR 2024,1211
64,2:06:57,,Jie HE,27 DEC 1998,CHN,4,,Wuxi (CHN),24 MAR 2024,1211
66,2:07:04,,Stephen KIPROP,08 SEP 1999,KEN,1,,Daegu (KOR),07 APR 2024,1209
67,2:07:05,,Mahamed MAHAMED,18 SEP 1997,GBR,4,,London (GBR),21 APR 2024,1209
68,2:07:06,,Boaz KIPKEMEI,1993,KEN,2,,Hannover (GER),14 APR 2024,1209
68,2:07:06,,Brimin KIPKORIR,1989,KEN,7,,Hamburg (GER),28 APR 2024,1209
70,2:07:08,,Bethwell KIPKEMBOI,06 APR 1993,KEN,4,,Paris (FRA),07 APR 2024,1208
71,2:07:09,,Eyob GHEBREHIWET FANIEL,26 NOV 1992,ITA,7,,Sevilla (ESP),18 FEB 2024,1208
72,2:07:12,,Titus Kimutai KIPKOSGEI,08 NOV 1998,KEN,1,,Milano (ITA),07 APR 2024,1207
73,2:07:14,,Hendrik PFEIFFER,18 MAR 1993,GER,3,,"Houston, TX (USA)",14 JAN 2024,1207
74,2:07:18,,Othmane EL GOUMRI,28 MAY 1992,MAR,3,,Xiamen (CHN),07 JAN 2024,1205
75,2:07:21,,Edmond KIPNGETICH,30 MAR 1994,KEN,3,,Barcelona (ESP),10 MAR 2024,1205
76,2:07:22,,Derseh KINDIE,04 FEB 1999,ETH,7,,Seoul (KOR),17 MAR 2024,1204
77,2:07:25,,Kibrom WELDEMICAEL,01 FEB 1987,ERI,1,,Castellón (ESP),25 FEB 2024,1203
77,2:07:25,,Shungo YOKOTA,22 APR 2000,JPN,13,,Tokyo (JPN),03 MAR 2024,1203
79,2:07:26,,Shaohui YANG,09 JUL 1992,CHN,5,,Wuxi (CHN),24 MAR 2024,1203
80,2:07:28,,Melaku BELACHEW,19 MAY 1990,ETH,8,,Sevilla (ESP),18 FEB 2024,1203
81,2:07:30,,Hassan CHAHDI,07 MAY 1989,FRA,5,,London (GBR),21 APR 2024,1202
82,2:07:34,,Shin KIMURA,08 FEB 1994,JPN,14,,Tokyo (JPN),03 MAR 2024,1201
83,2:07:36,,Suldan HASSAN,01 APR 1998,SWE,9,,Sevilla (ESP),18 FEB 2024,1200
83,2:07:36,,Raymond Kipchumba CHOGE,02 JAN 1988,KEN,2,,Milano (ITA),07 APR 2024,1200
85,2:07:37,,Cosmas Matolo MUTETI,16 MAY 1991,KEN,5,,Paris (FRA),07 APR 2024,1200
86,2:07:38,,Getaneh MOLLA,10 JAN 1994,ETH,8,,Hamburg (GER),28 APR 2024,1200
87,2:07:39,,Chalu DESO,14 DEC 1997,ETH,6,,Paris (FRA),07 APR 2024,1200
88,2:07:40,,Kennedy KIMUTAI,03 JUN 1999,KEN,2,,Daegu (KOR),07 APR 2024,1199
89,2:07:44,,Victor KIPLANGAT,10 NOV 1999,UGA,15,,Tokyo (JPN),03 MAR 2024,1198
89,2:07:44,,Matthias KYBURZ,05 MAR 1990,SUI,7,,Paris (FRA),07 APR 2024,1198
91,2:07:45,,Patrick TIERNAN,11 SEP 1994,AUS,4,,"Houston, TX (USA)",14 JAN 2024,1198
91,2:07:45,,Godadaw BELACHEW,22 JAN 1997,ISR,7,,Rotterdam (NED),14 APR 2024,1198
93,2:07:48,,Ibrahim CHAKIR,04 SEP 1994,ESP,10,,Sevilla (ESP),18 FEB 2024,1197
94,2:07:49,,Daniele MEUCCI,07 OCT 1985,ITA,11,,Sevilla (ESP),18 FEB 2024,1197
95,2:07:50,,Lemi BERHANU,13 SEP 1994,ETH,1,,Mumbai (IND),21 JAN 2024,1196
96,2:07:52,,Tatsuya MARUYAMA,29 JUL 1994,JPN,6,,Osaka (JPN),25 FEB 2024,1196
96,2:07:52,,Ashenafi MOGES,15 NOV 1994,ETH,8,,Seoul (KOR),17 MAR 2024,1196
96,2:07:52,,Andrew Rotich KWEMOI,01 SEP 2000,UGA,3,,Milano (ITA),07 APR 2024,1196
99,2:07:53,,Sammy KITWARA,26 NOV 1986,KEN,1,,Marrakech (MAR),28 JAN 2024,1196
99,2:07:53,,Josphat BOIT,25 NOV 1995,KEN,1,,Chongqing (CHN),24 MAR 2024,1196
