Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
24,2:06:45,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,8,,Amsterdam (NED),16 OCT 2016,1215
26,2:06:48,,Mark KORIR,06 AUG 1988,KEN,1,,Frankfurt (GER),30 OCT 2016,1214
27,2:06:51,,Franklin CHEPKWONY,15 JUN 1984,KEN,5,,Seoul (KOR),20 MAR 2016,1213
28,2:06:53,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,7,,Dubai (UAE),22 JAN 2016,1212
29,2:06:56,,Feyisa LILESA,01 FEB 1990,ETH,1,,Tokyo (JPN),28 FEB 2016,1212
30,2:06:58,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,1,,Gongju (KOR),16 OCT 2016,1211
31,2:07:11,,CyBrian KOTUT,06 JUN 1992,KEN,1,,Paris (FRA),03 APR 2016,1207
32,2:07:20,,Philemon RONO,08 FEB 1991,KEN,2,,Hamburg (GER),17 APR 2016,1205
33,2:07:21,,Lukas Lokobe KANDA,01 JAN 1983,KEN,1,,Chuncheon (KOR),23 OCT 2016,1205
34,2:07:22,,Martin KIPRUGUT KOSGEY,21 MAR 1989,KEN,2,,Frankfurt (GER),30 OCT 2016,1204
35,2:07:24,,Lawrence CHERONO,07 AUG 1988,KEN,1,,Praha (CZE),08 MAY 2016,1204
36,2:07:30,,Asbel KIPSANG,10 SEP 1993,KEN,6,,Seoul (KOR),20 MAR 2016,1202
37,2:07:34,,Dickson CHUMBA,27 OCT 1986,KEN,3,,Tokyo (JPN),28 FEB 2016,1201
38,2:07:37,,Stephen CHEMLANY,09 AUG 1982,KEN,3,,Paris (FRA),03 APR 2016,1200
39,2:07:39,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,1,,Valencia (ESP),20 NOV 2016,1200
40,2:07:46,,Stephen KIPROTICH,27 FEB 1989,UGA,4,,Tokyo (JPN),28 FEB 2016,1198
40,2:07:46,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,4,,London (GBR),24 APR 2016,1198
42,2:07:47,,Eliud KIPTANUI,06 JUN 1989,KEN,5,,Berlin (GER),25 SEP 2016,1197
43,2:07:48,,Abera KUMA,31 AUG 1990,ETH,10,,Amsterdam (NED),16 OCT 2016,1197
44,2:07:49,,Ernest NGENO,20 MAY 1995,KEN,2,,Gongju (KOR),16 OCT 2016,1197
45,2:08:03,,Micah Kemboi KOGO,30 JUN 1986,KEN,4,,Paris (FRA),03 APR 2016,1193
45,2:08:03,,Robert KWAMBAI,22 NOV 1985,KEN,3,,Gongju (KOR),16 OCT 2016,1193
47,2:08:04,,Gilbert YEGON,06 AUG 1988,KEN,2,,Valencia (ESP),20 NOV 2016,1192
48,2:08:06,,Abel KIRUI,06 APR 1982,KEN,5,,Tokyo (JPN),28 FEB 2016,1192
49,2:08:07,,Joel Kemboi KIMURER,21 JAN 1988,KEN,1,,Seoul (KOR),30 OCT 2016,1192
50,2:08:11,,Tilahun REGASSA,18 JAN 1990,ETH,8,,Dubai (UAE),22 JAN 2016,1191
51,2:08:12,,Amos KIPRUTO,16 SEP 1992,KEN,1,,Roma (ITA),10 APR 2016,1190
51,2:08:12,,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,3,,Valencia (ESP),20 NOV 2016,1190
53,2:08:14,,Cosmas LAGAT,12 DEC 1990,KEN,1,,Sevilla (ESP),21 FEB 2016,1190
53,2:08:14,,Dino SEFIR,28 MAY 1988,ETH,1,,Ottawa (CAN),29 MAY 2016,1190
55,2:08:17,,Gebretsadik ABRAHA,16 JUL 1992,ETH,5,,Paris (FRA),03 APR 2016,1189
56,2:08:19,,Sammy Kigen KORIR,22 SEP 1985,KEN,11,,Amsterdam (NED),16 OCT 2016,1188
56,2:08:19,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,12,,Amsterdam (NED),16 OCT 2016,1188
58,2:08:20,,Ishimael BUSHENDICH,07 JUL 1991,KEN,2,,Milano (ITA),03 APR 2016,1188
59,2:08:23,,Hillary KIPCHUMBA,1985,KEN,4,,Gongju (KOR),16 OCT 2016,1187
60,2:08:28,,Alfers LAGAT,07 AUG 1986,KEN,6,,Paris (FRA),03 APR 2016,1186
61,2:08:31,,Solomon Kirwa YEGO,10 MAY 1987,KEN,3,,Praha (CZE),08 MAY 2016,1185
61,2:08:31,,John Nzau MWANGANGI,11 JAN 1990,KEN,4,,Valencia (ESP),20 NOV 2016,1185
63,2:08:34,,Thomas KIPLAGAT,01 MAR 1987,KEN,9,,Dubai (UAE),22 JAN 2016,1184
64,2:08:35,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,1,,Mumbai (IND),17 JAN 2016,1184
65,2:08:38,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,3,,Milano (ITA),03 APR 2016,1183
66,2:08:39,,Raymond Kipchumba CHOGE,02 JAN 1988,KEN,1,,Köln (GER),02 OCT 2016,1183
67,2:08:41,,Asefa MENGSTU,22 JAN 1988,ETH,1,,Cape Town (RSA),18 SEP 2016,1182
68,2:08:47,,Emmanuel Tirop KETER,1980,KEN,2,,Cape Town (RSA),18 SEP 2016,1180
69,2:08:48,,Limenih GETACHEW,30 APR 1990,ETH,4,,Rotterdam (NED),10 APR 2016,1180
69,2:08:48,,Yemane TSEGAY,08 APR 1985,ETH,1,,Fukuoka (JPN),04 DEC 2016,1180
71,2:08:51,,Pius Dominic ONDORO,03 MAR 1988,KEN,1,,St. Paul (USA),09 OCT 2016,1179
72,2:08:53,,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,7,,Paris (FRA),03 APR 2016,1179
72,2:08:53,,Lucas Kimeli ROTICH,16 APR 1990,KEN,2,,"New York, NY (USA)",06 NOV 2016,1179
74,2:08:54,,Kelkile GEZAHEGN,01 OCT 1996,ETH,1,,Hefei (CHN),12 NOV 2016,1179
75,2:08:55,,Ezekiel KEMBOI OMULLO,10 DEC 1987,KEN,1,,Warszawa (POL),25 SEP 2016,1178
76,2:08:56,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,7,,Seoul (KOR),20 MAR 2016,1178
77,2:08:57,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,2,,Fukuoka (JPN),04 DEC 2016,1178
78,2:08:58,,David Kemboi KIYENG,22 APR 1983,KEN,1,,Košice (SVK),02 OCT 2016,1177
79,2:09:01,,Yuki KAWAUCHI,05 MAR 1987,JPN,2,,Gold Coast (AUS),03 JUL 2016,1177
79,2:09:01,,Ronald KORIR,10 APR 1991,KEN,2,,Seoul (KOR),30 OCT 2016,1177
81,2:09:03,,Birhanu TESHOME,1996,ETH,2,,Hefei (CHN),12 NOV 2016,1176
82,2:09:05,,Reuben KERIO,02 JUN 1994,KEN,1,,Brescia (ITA),13 MAR 2016,1175
83,2:09:06,,Edwin KOECH,14 DEC 1987,KEN,1,,Linz (AUT),03 APR 2016,1175
84,2:09:16,,Hisanori KITAJIMA,16 OCT 1984,JPN,2,,Otsu (JPN),06 MAR 2016,1172
84,2:09:16,,Laban MUTAI,15 JAN 1988,KEN,1,,Ljubljana (SLO),30 OCT 2016,1172
86,2:09:19,,Alphonce Felix SIMBU,14 FEB 1992,TAN,3,,Otsu (JPN),06 MAR 2016,1172
86,2:09:19,,Nobert KIGEN,24 JAN 1993,KEN,3,,Eindhoven (NED),09 OCT 2016,1172
86,2:09:19,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,2,,Ljubljana (SLO),30 OCT 2016,1172
86,2:09:19,,Chele DECHASA,13 JUN 1984,ETH,3,,Seoul (KOR),30 OCT 2016,1172
90,2:09:20,,Seboka Dibaba TOLA,10 NOV 1987,ETH,2,,Mumbai (IND),17 JAN 2016,1171
91,2:09:21,,Barnabas KIPTUM,08 DEC 1986,KEN,3,,Cape Town (RSA),18 SEP 2016,1171
92,2:09:24,,Mesfin TESHOME,,ETH,10,,Dubai (UAE),22 JAN 2016,1170
92,2:09:24,,Elija KEMBOI,10 SEP 1984,KEN,2,,Košice (SVK),02 OCT 2016,1170
94,2:09:25,,Suehiro ISHIKAWA,27 SEP 1979,JPN,4,,Otsu (JPN),06 MAR 2016,1170
94,2:09:25,,Duncan Kipkurui MAIYO,05 AUG 1990,KEN,4,,Eindhoven (NED),09 OCT 2016,1170
96,2:09:27,,Melaku ABERA,20 APR 1994,ETH,1,,Oita (JPN),07 FEB 2016,1169
96,2:09:27,,Birhanu ADDISIE,13 SEP 1995,ETH,2,,Roma (ITA),10 APR 2016,1169
96,2:09:27,,Dickson TUWEI,31 OCT 1992,KEN,1,,Dongying (CHN),08 MAY 2016,1169
99,2:09:28,,Dominic RUTO,05 MAY 1990,KEN,3,,Roma (ITA),10 APR 2016,1169
99,2:09:28,,Tujuba Beyu MEGERSA,1987,ETH,4,,Roma (ITA),10 APR 2016,1169
