Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
40,2:05:44,,Philemon KIPLIMO,10 OCT 1998,KEN,9,,Valencia (ESP),04 DEC 2022,1232
41,2:05:52,,Adugna TAKELE,26 FEB 1989,ETH,4,,Sevilla (ESP),20 FEB 2022,1230
42,2:05:53,,Yihunilign ADANE,29 FEB 1996,ETH,1,,Barcelona (ESP),08 MAY 2022,1229
42,2:05:53,,Kenenisa BEKELE,13 JUN 1982,ETH,5,,London (GBR),02 OCT 2022,1229
44,2:05:58,,Gebru REDAHGNE,23 MAR 2000,ETH,2,,Barcelona (ESP),08 MAY 2022,1228
44,2:05:58,,Mark KORIR,06 AUG 1988,KEN,2,,Berlin (GER),25 SEP 2022,1228
46,2:06:03,,Abayneh DEGU,01 DEC 1998,ETH,4,,Paris (FRA),03 APR 2022,1227
46,2:06:03,,Kebede TULU,15 SEP 1996,ETH,3,,Barcelona (ESP),08 MAY 2022,1227
48,2:06:04,,Andualem BELAY,05 APR 1992,ETH,1,,Ottawa (CAN),29 MAY 2022,1226
49,2:06:05,,Abebe NEGEWO,20 MAY 1984,ETH,5,,Hamburg (GER),24 APR 2022,1226
50,2:06:08,,Mike Kiptum BOIT,14 SEP 1992,KEN,4,,Barcelona (ESP),08 MAY 2022,1225
51,2:06:09,,Gebretsadik ABRAHA,16 JUL 1992,ETH,1,,Ljubljana (SLO),23 OCT 2022,1225
51,2:06:09,,Goitom KIFLE,03 DEC 1993,ERI,10,,Valencia (ESP),04 DEC 2022,1225
53,2:06:11,,Birhanu LEGESE,11 SEP 1994,ETH,6,,London (GBR),02 OCT 2022,1224
53,2:06:11,,Brimin KIPKORIR,1989,KEN,1,,Frankfurt (GER),30 OCT 2022,1224
55,2:06:12,,Shura KITATA,09 JUN 1996,ETH,5,,Tokyo (JPN),06 MAR 2022,1224
56,2:06:16,,Fikre BEKELE,11 SEP 1998,ETH,1,,Linz (AUT),23 OCT 2022,1223
57,2:06:20,,Alphonce Felix SIMBU,14 FEB 1992,TAN,3,,Milano (ITA),03 APR 2022,1222
58,2:06:22,,Kenneth CHESERER,,KEN,5,,Rotterdam (NED),10 APR 2022,1221
59,2:06:25,,Awet HABTE,29 SEP 1997,ERI,5,,Sevilla (ESP),20 FEB 2022,1220
59,2:06:25,,Ayad LAMDASSEM,11 OCT 1981,ESP,6,,Sevilla (ESP),20 FEB 2022,1220
61,2:06:26,,Bethwel KIBET,04 AUG 1991,KEN,2,,Linz (AUT),23 OCT 2022,1220
62,2:06:27,,Olika ADUGNA,12 SEP 1999,ETH,5,,Paris (FRA),03 APR 2022,1220
63,2:06:28,,Felix KIBITOK,09 JUN 1991,KEN,5,,Barcelona (ESP),08 MAY 2022,1220
63,2:06:28,,Tadu ABATE,11 SEP 1997,ETH,3,,Berlin (GER),25 SEP 2022,1220
65,2:06:31,,Shifera TAMRU,01 OCT 1998,ETH,1,,Daegu (KOR),03 APR 2022,1219
65,2:06:31,,Douglas CHEBII,01 NOV 1993,KEN,3,,Linz (AUT),23 OCT 2022,1219
67,2:06:33,,Othmane EL GOUMRI,28 MAY 1992,MAR,4,,Linz (AUT),23 OCT 2022,1218
68,2:06:34,,Josphat BOIT,25 NOV 1995,KEN,10,,Amsterdam (NED),16 OCT 2022,1218
69,2:06:38,,Tadesse ABRAHAM,12 AUG 1982,SUI,1,,Zürich (SUI),10 APR 2022,1217
69,2:06:38,,Getaneh MOLLA,10 JAN 1994,ETH,11,,Valencia (ESP),04 DEC 2022,1217
71,2:06:40,,Andamlak BELIHU,20 NOV 1998,ETH,4,,Berlin (GER),25 SEP 2022,1216
72,2:06:43,,Maru TEFERI,17 AUG 1992,ISR,1,,Fukuoka (JPN),04 DEC 2022,1215
73,2:06:44,,Masresha BERE,11 JAN 1998,ETH,6,,Hamburg (GER),24 APR 2022,1215
74,2:06:48,,Isaac MPOFU,20 AUG 1988,ZIM,12,,Valencia (ESP),04 DEC 2022,1214
75,2:06:49,,Abel KIPCHUMBA,03 FEB 1994,KEN,5,,Berlin (GER),25 SEP 2022,1214
76,2:06:52,,Edwin KIPTOO,14 AUG 1993,KEN,7,,Hamburg (GER),24 APR 2022,1213
77,2:06:53,,Hillary KIPSAMBU,04 FEB 1985,KEN,6,,Paris (FRA),03 APR 2022,1212
77,2:06:53,,Cosmas Matolo MUTETI,16 MAY 1991,KEN,1,,Wien (AUT),24 APR 2022,1212
79,2:06:55,,Mohamed Reda EL AARABY,12 NOV 1989,MAR,7,,Paris (FRA),03 APR 2022,1212
79,2:06:55,,Moses KIBET,04 FEB 1997,KEN,5,,Seoul (KOR),17 APR 2022,1212
79,2:06:55,,Pius KARANJA,15 APR 1992,KEN,1,,Eindhoven (NED),09 OCT 2022,1212
82,2:06:59,,Leonard LANGAT,07 AUG 1990,KEN,2,,Wien (AUT),24 APR 2022,1211
82,2:06:59,,Amedework WALELEGN,11 MAR 1999,ETH,1,,Seoul (KOR),06 NOV 2022,1211
84,2:07:01,,Nicolas NAVARRO,12 MAR 1991,FRA,13,,Valencia (ESP),04 DEC 2022,1210
84,2:07:01,,Vincent Kibor RAIMOI,16 JUL 1996,KEN,2,,Fukuoka (JPN),04 DEC 2022,1210
86,2:07:02,,Kennedy CHEBOROR,26 APR 1990,KEN,6,,Barcelona (ESP),08 MAY 2022,1210
87,2:07:03,,Philemon RONO,08 FEB 1991,KEN,6,,Seoul (KOR),17 APR 2022,1210
88,2:07:04,,Tadesse TEMECHACHU,08 SEP 1991,ETH,2,,Roma (ITA),27 MAR 2022,1209
89,2:07:05,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,1,,Buenos Aires (ARG),18 SEP 2022,1209
90,2:07:06,,Ashenafi MOGES,15 NOV 1994,ETH,4,,Milano (ITA),03 APR 2022,1209
91,2:07:07,,Limenih GETACHEW,30 APR 1990,ETH,6,,Berlin (GER),25 SEP 2022,1209
91,2:07:07,,Gevin KERICH,02 FEB 1995,KEN,2,,Eindhoven (NED),09 OCT 2022,1209
93,2:07:09,,Cameron LEVINS,28 MAR 1989,CAN,4,,"Autzen Complex, Eugene, OR (USA)",17 JUL 2022,1208
94,2:07:10,,Zerei Kbrom MEZNGI,12 JAN 1986,NOR,14,,Valencia (ESP),04 DEC 2022,1208
95,2:07:11,,Dickson CHUMBA,27 OCT 1986,KEN,2,,Daegu (KOR),03 APR 2022,1207
95,2:07:11,,Hiskel TEWELDE,15 SEP 1986,ERI,15,,Valencia (ESP),04 DEC 2022,1207
97,2:07:12,,Henok TESFAY,22 NOV 2000,ERI,2,,Ljubljana (SLO),23 OCT 2022,1207
98,2:07:13,,Olivier IRABARUTA,25 AUG 1990,BDI,2,,Zürich (SUI),10 APR 2022,1207
99,2:07:14,,Geoffrey KAMWOROR,22 NOV 1992,KEN,5,,"Autzen Complex, Eugene, OR (USA)",17 JUL 2022,1207
99,2:07:14,,Kenya SONOTA,10 MAY 1993,JPN,7,,Berlin (GER),25 SEP 2022,1207
