Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
80,2:08:19,,Tariku KINFU,1996,ETH,2,,Seoul (KOR),04 NOV 2018,1188
81,2:08:20,,Eliud KIPTANUI,06 JUN 1989,KEN,5,,Paris (FRA),08 APR 2018,1188
81,2:08:20,,Samuel Tsegay TESFAMARIAM,24 FEB 1988,ERI,11,,Valencia (ESP),02 DEC 2018,1188
83,2:08:22,,Dickson TUWEI,31 OCT 1992,KEN,1,,Sevilla (ESP),25 FEB 2018,1187
84,2:08:26,,Jake ROBERTSON,14 NOV 1989,NZL,3,,Otsu (JPN),04 MAR 2018,1186
84,2:08:26,,Silas TOO,13 JAN 1988,KEN,2,,Barcelona (ESP),11 MAR 2018,1186
84,2:08:26,,Kennedy CHEBOROR,26 APR 1990,KEN,1,,Gyeongju (KOR),21 OCT 2018,1186
87,2:08:30,,Bazu WORKU HAYLA,15 SEP 1990,ETH,1,,"Houston, TX (USA)",14 JAN 2018,1185
87,2:08:30,,Felix Kipchirchir KANDIE,10 APR 1987,KEN,3,,Toronto (CAN),21 OCT 2018,1185
89,2:08:31,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Cape Town (RSA),23 SEP 2018,1185
90,2:08:32,,Andrew Ben KIMTAI,12 AUG 1989,KEN,3,,Sevilla (ESP),25 FEB 2018,1185
90,2:08:32,,Abdi Ibrahim ABDO,24 APR 1997,BRN,2,,Roma (ITA),08 APR 2018,1185
90,2:08:32,,Abdela GODANA,11 SEP 1992,ETH,3,,Seoul (KOR),04 NOV 2018,1185
93,2:08:34,,Asefa MENGISA,14 MAR 1997,ETH,7,,Frankfurt (GER),28 OCT 2018,1184
94,2:08:36,,Javier GUERRA,10 NOV 1983,ESP,4,,Sevilla (ESP),25 FEB 2018,1184
94,2:08:36,,Gebretsadik ABRAHA,16 JUL 1992,ETH,2,,Ljubljana (SLO),28 OCT 2018,1184
96,2:08:42,,Barselius KIPYEGO,22 JUL 1993,KEN,4,,Seoul (KOR),04 NOV 2018,1182
97,2:08:43,,Douglas CHEBII,01 NOV 1993,KEN,5,,Sevilla (ESP),25 FEB 2018,1182
97,2:08:43,,Saïd AÏT ADDI,29 JUN 1982,MAR,6,,Seoul (KOR),18 MAR 2018,1182
99,2:08:45,,Chihiro MIYAWAKI,28 AUG 1991,JPN,8,,Tokyo (JPN),25 FEB 2018,1181
100,2:08:46,,Zersenay TADESE,01 JAN 1982,ERI,5,,Berlin (GER),16 SEP 2018,1181
