Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
20,2:04:44,,Birhanu LEGESE,11 SEP 1994,ETH,4,,Amsterdam (NED),15 OCT 2023,1249
22,2:04:48,,Kibiwott KANDIE,20 JUN 1996,KEN,6,,Valencia (ESP),03 DEC 2023,1248
23,2:04:49,,Amos KIPRUTO,16 SEP 1992,KEN,7,,Berlin (GER),24 SEP 2023,1248
24,2:04:52,,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,1,,Eindhoven (NED),08 OCT 2023,1247
25,2:04:53,,Brimin KIPKORIR,1989,KEN,1,,Frankfurt (GER),29 OCT 2023,1247
26,2:04:56,,Philemon KIPLIMO,10 OCT 1998,KEN,8,,Berlin (GER),24 SEP 2023,1246
27,2:04:58,,Amanal PETROS,17 MAY 1995,GER,9,,Berlin (GER),24 SEP 2023,1245
27,2:04:58,,Tamirat TOLA,11 AUG 1991,ETH,1,,"New York, NY (USA)",05 NOV 2023,1245
29,2:04:59,,Gadisa BIRHANU,15 SEP 1992,ETH,1,,Sevilla (ESP),19 FEB 2023,1245
30,2:05:05,,Boniface KIMUTAI,12 AUG 1995,KEN,10,,Berlin (GER),24 SEP 2023,1243
31,2:05:06,,Marius KIMUTAI,10 DEC 1992,BRN,1,,Barcelona (ESP),19 MAR 2023,1243
32,2:05:08,,Samwel Nyamai MAILU,07 FEB 1993,KEN,1,,Wien (AUT),23 APR 2023,1242
33,2:05:09,,John KORIR,02 DEC 1996,KEN,4,,"Chicago, IL (USA)",08 OCT 2023,1242
34,2:05:10,,Tadesse ABRAHAM,12 AUG 1982,SUI,11,,Berlin (GER),24 SEP 2023,1242
35,2:05:12,,Othmane EL GOUMRI,28 MAY 1992,MAR,2,,Barcelona (ESP),19 MAR 2023,1241
36,2:05:14,,Chalu DESO,14 DEC 1997,ETH,7,,Valencia (ESP),03 DEC 2023,1241
37,2:05:19,,Kebede TULU,15 SEP 1996,ETH,2,,Sevilla (ESP),19 FEB 2023,1239
38,2:05:20,,Okubay TSEGAY,01 JAN 1986,ERI,12,,Berlin (GER),24 SEP 2023,1239
39,2:05:22,,Mohamed ESA,11 SEP 2000,ETH,2,,Tokyo (JPN),05 MAR 2023,1238
40,2:05:24,,Mekuant AYENEW,24 OCT 1991,ETH,3,,Sevilla (ESP),19 FEB 2023,1238
41,2:05:25,,Tsegaye GETACHEW,30 NOV 1996,ETH,3,,Tokyo (JPN),05 MAR 2023,1237
42,2:05:27,,Amedework WALELEGN,11 MAR 1999,ETH,1,,Seoul (KOR),19 MAR 2023,1237
43,2:05:29,,Seifu TURA,19 JUN 1997,ETH,5,,"Chicago, IL (USA)",08 OCT 2023,1236
44,2:05:32,,Titus KIPRUTO,25 JUN 1998,KEN,4,,Tokyo (JPN),05 MAR 2023,1235
44,2:05:32,,Abdi NAGEEYE,02 MAR 1989,NED,3,,Rotterdam (NED),16 APR 2023,1235
46,2:05:33,,Gashau AYALE,22 AUG 1996,ISR,4,,Sevilla (ESP),19 FEB 2023,1235
47,2:05:35,,Philimon Kiptoo KIPCHUMBA,16 OCT 1998,KEN,1,,Shanghai (CHN),26 NOV 2023,1235
48,2:05:36,,Cameron LEVINS,28 MAR 1989,CAN,5,,Tokyo (JPN),05 MAR 2023,1234
49,2:05:37,,Kaan Kigen ÖZBILEN,15 JAN 1986,TUR,3,,Barcelona (ESP),19 MAR 2023,1234
50,2:05:38,,Tadu ABATE,11 SEP 1997,ETH,6,,Tokyo (JPN),05 MAR 2023,1234
51,2:05:39,,Alphonce Felix SIMBU,14 FEB 1992,TAN,2,,Shanghai (CHN),26 NOV 2023,1233
52,2:05:41,,Shifera TAMRU,01 OCT 1998,ETH,2,,Seoul (KOR),19 MAR 2023,1233
53,2:05:42,,Abdisa TOLA,03 OCT 2000,ETH,1,,Dubai (UAE),12 FEB 2023,1233
53,2:05:42,,Josphat BOIT,25 NOV 1995,KEN,13,,Berlin (GER),24 SEP 2023,1233
53,2:05:42,,Solomon Kirwa YEGO,10 MAY 1987,KEN,3,,Shanghai (CHN),26 NOV 2023,1233
56,2:05:43,,Mehdi FRÈRE,27 JUL 1996,FRA,9,,Valencia (ESP),03 DEC 2023,1232
57,2:05:45,,Leul GEBRESILASE,20 SEP 1992,ETH,4,,London (GBR),23 APR 2023,1232
58,2:05:47,,Enock ONCHARI,16 JAN 1999,KEN,6,,Sevilla (ESP),19 FEB 2023,1231
59,2:05:48,,Lemi BERHANU,13 SEP 1994,ETH,5,,Amsterdam (NED),15 OCT 2023,1231
59,2:05:48,,Tariku NOVALES,08 MAR 1998,ESP,11,,Valencia (ESP),03 DEC 2023,1231
61,2:05:51,,Deresa GELETA,14 JAN 1996,ETH,2,,Dubai (UAE),12 FEB 2023,1230
61,2:05:51,,Ichitaka YAMASHITA,29 JUL 1997,JPN,7,,Tokyo (JPN),05 MAR 2023,1230
61,2:05:51,,Oqbe Kibrom RUESOM,01 JAN 1998,ERI,4,,Barcelona (ESP),19 MAR 2023,1230
61,2:05:51,,Derseh KINDIE,04 FEB 1999,ETH,12,,Valencia (ESP),03 DEC 2023,1230
65,2:05:52,,Girmaw AMARE,26 OCT 1987,ISR,13,,Valencia (ESP),03 DEC 2023,1230
66,2:05:53,,Kenneth KETER,04 AUG 1996,KEN,4,,Shanghai (CHN),26 NOV 2023,1229
66,2:05:53,,Nicolas NAVARRO,12 MAR 1991,FRA,14,,Valencia (ESP),03 DEC 2023,1229
68,2:05:57,,Haymanot ALEW,11 NOV 1997,ETH,3,,Dubai (UAE),12 FEB 2023,1228
68,2:05:57,,Justus KANGOGO,10 OCT 1995,KEN,15,,Berlin (GER),24 SEP 2023,1228
70,2:05:59,,Kenya SONOTA,10 MAY 1993,JPN,8,,Tokyo (JPN),05 MAR 2023,1228
71,2:06:01,,Hailemaryam KIROS,05 FEB 1997,ETH,1,,Osaka (JPN),26 FEB 2023,1227
72,2:06:03,,Victor KIPLANGAT,10 NOV 1999,UGA,2,,Osaka (JPN),26 FEB 2023,1227
73,2:06:04,,Haimro ALAME,08 JUN 1990,ISR,15,,Valencia (ESP),03 DEC 2023,1226
74,2:06:07,,Mulugeta Asefa UMA,12 MAR 1998,ETH,7,,Sevilla (ESP),19 FEB 2023,1225
75,2:06:08,,Gebretsadik ABRAHA,16 JUL 1992,ETH,4,,Dubai (UAE),12 FEB 2023,1225
76,2:06:11,,Chala REGASA,30 APR 1997,ETH,5,,Rotterdam (NED),16 APR 2023,1224
76,2:06:11,,Cyrus MUTAI,08 JAN 1993,KEN,2,,Eindhoven (NED),08 OCT 2023,1224
78,2:06:13,,Suguru OSAKO,23 MAY 1991,JPN,9,,Tokyo (JPN),05 MAR 2023,1224
79,2:06:18,,Martin KIPRUGUT KOSGEY,21 MAR 1989,KEN,3,,Hamburg (GER),23 APR 2023,1222
80,2:06:29,,Olika ADUGNA,12 SEP 1999,ETH,4,,Seoul (KOR),19 MAR 2023,1219
81,2:06:32,,Joel Kemboi KIMURER,21 JAN 1988,KEN,5,,Barcelona (ESP),19 MAR 2023,1218
82,2:06:34,,Bazezew ASMARE,11 SEP 1996,ETH,6,,Amsterdam (NED),15 OCT 2023,1218
83,2:06:36,,Mulugeta DEBASU,2005,ETH,7,,Amsterdam (NED),15 OCT 2023,1217
84,2:06:37,,Charles Karanja KAMAU,05 AUG 1997,KEN,4,,Osaka (JPN),26 FEB 2023,1217
85,2:06:39,,Abraraw MISGANAW,05 SEP 1988,ETH,5,,Dubai (UAE),12 FEB 2023,1216
86,2:06:42,,Stephen MOKOKA,31 JAN 1985,RSA,5,,Osaka (JPN),26 FEB 2023,1216
87,2:06:43,,Ibrahim HASSAN,01 JAN 1997,DJI,1,,Beppu (JPN),05 FEB 2023,1215
88,2:06:45,,Kazuya NISHIYAMA,05 NOV 1998,JPN,6,,Osaka (JPN),26 FEB 2023,1215
89,2:06:46,,Felix BOUR,25 MAR 1994,FRA,16,,Valencia (ESP),03 DEC 2023,1214
90,2:06:47,,Edmond KIPNGETICH,30 MAR 1994,KEN,1,,Ljubljana (SLO),22 OCT 2023,1214
91,2:06:48,,Daniel KIPCHUMBA,12 DEC 1997,KEN,2,,Beppu (JPN),05 FEB 2023,1214
92,2:06:49,,Mohcin OUTALHA,15 DEC 1998,MAR,1,,Doha (QAT),20 JAN 2023,1214
92,2:06:49,,Milkesa MENGESHA,16 APR 2000,ETH,1,,Daegu (KOR),02 APR 2023,1214
94,2:06:51,,Philemon RONO,08 FEB 1991,KEN,3,,Praha (CZE),07 MAY 2023,1213
95,2:06:52,,Gevin KERICH,02 FEB 1995,KEN,2,,Doha (QAT),20 JAN 2023,1213
95,2:06:52,,Kemal HUSEN,24 MAY 2003,ETH,1,,Dublin (IRL),29 OCT 2023,1213
97,2:06:53,,Yohei IKEDA,22 JUN 1998,JPN,7,,Osaka (JPN),26 FEB 2023,1212
98,2:06:54,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,3,,Doha (QAT),20 JAN 2023,1212
98,2:06:54,,Adane KEBEDE,1996,ETH,4,,Doha (QAT),20 JAN 2023,1212
100,2:06:55,,Morhad AMDOUNI,21 JUN 1988,FRA,17,,Valencia (ESP),03 DEC 2023,1212
