Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
31,2:07:08,,Mark KORIR,06 AUG 1988,KEN,2,,Seoul (KOR),03 NOV 2013,1208
32,2:07:12,,Shumi DECHASA,28 MAY 1989,ETH,2,,Seoul (KOR),17 MAR 2013,1207
33,2:07:14,,Felix KENY,25 DEC 1985,KEN,1,,Valencia (ESP),17 NOV 2013,1207
34,2:07:16,,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,,Fukuoka (JPN),01 DEC 2013,1206
35,2:07:19,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,2,,Beijing (CHN),20 OCT 2013,1205
36,2:07:20,,Daniel Kipkurgat RONO,13 JUL 1978,KEN,3,,Beijing (CHN),20 OCT 2013,1205
37,2:07:27,,Seboka Dibaba TOLA,10 NOV 1987,ETH,3,,Seoul (KOR),17 MAR 2013,1203
38,2:07:32,,Negari Getachew TERFA,1983,ETH,1,,Xiamen (CHN),05 JAN 2013,1201
39,2:07:34,,Elija KEMBOI,10 SEP 1984,KEN,3,,Frankfurt (GER),27 OCT 2013,1201
40,2:07:35,,Limenih GETACHEW,30 APR 1990,ETH,2,,Hamburg (GER),21 APR 2013,1201
41,2:07:41,,Girma BEYENE,28 NOV 1983,ETH,2,,Marrakech (MAR),27 JAN 2013,1199
42,2:07:44,,Paul LONYANGATA,12 DEC 1992,KEN,2,,Xiamen (CHN),05 JAN 2013,1198
42,2:07:44,,Stephen CHEMLANY,09 AUG 1982,KEN,4,,Berlin (GER),29 SEP 2013,1198
44,2:07:45,,Tadesse ABRAHAM,12 AUG 1982,ERI,1,,Zürich (SUI),07 APR 2013,1198
45,2:07:46,,Feyisa LILESA,01 FEB 1990,ETH,4,,London (GBR),21 APR 2013,1198
45,2:07:46,,Chesari Kirui JACOB,06 APR 1984,KEN,4,,Frankfurt (GER),27 OCT 2013,1198
47,2:07:48,,Dereje DEBELE,28 JUN 1986,ETH,1,,Düsseldorf (GER),28 APR 2013,1197
47,2:07:48,,Joel Kemboi KIMURER,21 JAN 1988,KEN,1,,Gongju (KOR),13 OCT 2013,1197
49,2:07:55,,Dadi Yami GEMEDA,02 APR 1988,ETH,7,,Dubai (UAE),25 JAN 2013,1195
49,2:07:55,,Mustapha EL AZIZ,24 DEC 1985,MAR,3,,Seoul (KOR),03 NOV 2013,1195
51,2:08:00,,Pius Dominic ONDORO,03 MAR 1988,KEN,1,,See Genezareth (ISR),10 JAN 2013,1194
51,2:08:00,,Kazuhiro MAEDA,19 APR 1981,JPN,4,,Tokyo (JPN),24 FEB 2013,1194
53,2:08:02,,Shami Abdullah DAWIT,16 JUL 1984,ETH,4,,Amsterdam (NED),20 OCT 2013,1193
54,2:08:05,,Stephen KIPROTICH,27 FEB 1989,UGA,6,,London (GBR),21 APR 2013,1192
54,2:08:05,,Tariku JUFAR,18 JUL 1984,ETH,1,,Ottawa (CAN),26 MAY 2013,1192
56,2:08:10,,Deribe ROBI,26 SEP 1990,ETH,2,,See Genezareth (ISR),10 JAN 2013,1191
57,2:08:12,,Luka ROTICH,07 AUG 1988,KEN,2,,Ottawa (CAN),26 MAY 2013,1190
58,2:08:14,,Yuki KAWAUCHI,05 MAR 1987,JPN,4,,Seoul (KOR),17 MAR 2013,1190
58,2:08:14,,Sylvester Kimeli TEIMET,04 JUN 1984,KEN,6,,Paris (FRA),07 APR 2013,1190
60,2:08:17,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,6,,Tokyo (JPN),24 FEB 2013,1189
60,2:08:17,,Albert Kiplagat MATEBOR,25 DEC 1980,KEN,5,,Frankfurt (GER),27 OCT 2013,1189
60,2:08:17,,Amanuel MESEL,29 DEC 1990,ERI,2,,Valencia (ESP),17 NOV 2013,1189
63,2:08:19,,Sahle WARGA,30 JAN 1984,ETH,7,,Paris (FRA),07 APR 2013,1188
63,2:08:19,,Abraham GIRMA,21 SEP 1986,ETH,8,,Paris (FRA),07 APR 2013,1188
63,2:08:19,,Henry Kemo SUGUT,04 MAY 1985,KEN,1,,Wien (AUT),14 APR 2013,1188
66,2:08:22,,Yared ASMEROM,04 FEB 1980,ERI,7,,London (GBR),21 APR 2013,1187
67,2:08:24,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,8,,Dubai (UAE),25 JAN 2013,1187
67,2:08:24,,Geoffrey MUTAI,07 OCT 1981,KEN,1,,"New York, NY (USA)",03 NOV 2013,1187
69,2:08:28,,Habtamu ASEFA,29 MAR 1985,ETH,9,,Dubai (UAE),25 JAN 2013,1186
70,2:08:29,,Nixson KURGAT,02 MAY 1988,KEN,1,,Chuncheon (KOR),27 OCT 2013,1185
71,2:08:30,,David KEMBOI,23 NOV 1974,KEN,2,,Chuncheon (KOR),27 OCT 2013,1185
72,2:08:31,,Francis Kibiwott LARABAL,15 SEP 1978,KEN,3,,See Genezareth (ISR),10 JAN 2013,1185
73,2:08:32,,Lusapho APRIL,24 MAY 1982,RSA,1,,Hannover (GER),05 MAY 2013,1185
74,2:08:33,,Abraham KIPROTICH,17 AUG 1983,FRA,1,,Daegu (KOR),14 APR 2013,1184
75,2:08:34,,Solomon KIPTOO,01 JAN 1989,KEN,2,,Wien (AUT),14 APR 2013,1184
76,2:08:35,,Kentaro NAKAMOTO,07 DEC 1982,JPN,2,,Oita (JPN),03 FEB 2013,1184
76,2:08:35,,Haile Haja GEMEDA,22 OCT 1988,ETH,4,,Roma (ITA),17 MAR 2013,1184
78,2:08:39,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,8,,London (GBR),21 APR 2013,1183
79,2:08:42,,Geoffrey GIKUNI,11 MAR 1984,KEN,3,,Wien (AUT),14 APR 2013,1182
79,2:08:42,,Alfred KERING,20 NOV 1978,KEN,1,,Hengshui (CHN),21 SEP 2013,1182
81,2:08:46,,Dereje TADESSE,24 JAN 1987,ETH,4,,See Genezareth (ISR),10 JAN 2013,1181
81,2:08:46,,Abebe NEGEWO,20 MAY 1984,ETH,4,,Beijing (CHN),20 OCT 2013,1181
83,2:08:48,,James Mwangi MACHARIA,23 JUN 1984,KEN,3,,Otsu (JPN),03 MAR 2013,1180
84,2:08:50,,Sammy KIBET,02 FEB 1982,KEN,3,,Marrakech (MAR),27 JAN 2013,1180
84,2:08:50,,Lukas Lokobe KANDA,01 JAN 1983,KEN,5,,Roma (ITA),17 MAR 2013,1180
86,2:08:51,,Masakazu FUJIWARA,06 MAR 1981,JPN,4,,Otsu (JPN),03 MAR 2013,1179
86,2:08:51,,Nicholas KEMBOI,25 NOV 1983,QAT,1,,Praha (CZE),12 MAY 2013,1179
88,2:08:52,,Samwel MASWAI,29 MAR 1988,KEN,5,,Berlin (GER),29 SEP 2013,1179
88,2:08:52,,Patrick Kipyegon TERER,06 JUL 1989,KEN,1,,Torino (ITA),17 NOV 2013,1179
90,2:08:53,,Gemechu WORKU,1985,ETH,10,,Dubai (UAE),25 JAN 2013,1179
90,2:08:53,,Francis Kipkoech BOWEN,12 OCT 1973,KEN,3,,Chuncheon (KOR),27 OCT 2013,1179
92,2:08:55,,Milton Rotich KIPLAGAT,29 MAR 1986,KEN,1,,Casablanca (MAR),27 OCT 2013,1178
93,2:09:00,,Gebretsadik ABRAHA,16 JUL 1992,ETH,4,,Xiamen (CHN),05 JAN 2013,1177
93,2:09:00,,Joseph GITAU,03 JAN 1988,KEN,2,,Fukuoka (JPN),01 DEC 2013,1177
93,2:09:00,,Ser-Od BAT-OCHIR,07 OCT 1981,MGL,1,,Hofu (JPN),15 DEC 2013,1177
96,2:09:02,,Sisay LEMMA,12 DEC 1990,ETH,1,,Warszawa (POL),21 APR 2013,1176
97,2:09:05,,Feysa BEKELE,04 AUG 1983,ETH,7,,Tokyo (JPN),24 FEB 2013,1175
98,2:09:06,,Ryo YAMAMOTO,18 MAY 1984,JPN,5,,Otsu (JPN),03 MAR 2013,1175
98,2:09:06,,Boniface MBUVI MUEMA,20 DEC 1986,KEN,2,,Gongju (KOR),13 OCT 2013,1175
100,2:09:08,,Julius MURIUKI,03 JUL 1985,KEN,6,,See Genezareth (ISR),10 JAN 2013,1175
