Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
36,2:06:40,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,6,,"Chicago, IL (USA)",07 OCT 2012,1216
37,2:06:44,,Eliud KIPTANUI,06 JUN 1989,KEN,3,,Seoul (KOR),18 MAR 2012,1215
38,2:06:48,,Abraham GIRMA,21 SEP 1986,ETH,5,,Amsterdam (NED),21 OCT 2012,1214
39,2:06:51,,Tariku JUFAR,18 JUL 1984,ETH,1,,"Houston, TX (USA)",15 JAN 2012,1213
39,2:06:51,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,4,,Seoul (KOR),18 MAR 2012,1213
39,2:06:51,,Martin Kiptolo LEL,29 OCT 1978,KEN,2,,London (GBR),22 APR 2012,1213
42,2:06:58,,Henry Kemo SUGUT,04 MAY 1985,KEN,1,,Wien (AUT),15 APR 2012,1211
42,2:06:58,,Joseph GITAU,03 JAN 1988,KEN,1,,Fukuoka (JPN),02 DEC 2012,1211
44,2:07:01,,Lawrence KIMAYO,02 SEP 1990,KEN,1,,Košice (SVK),07 OCT 2012,1210
45,2:07:04,,Samuel NDUNGU,04 APR 1988,KEN,1,,Otsu (JPN),04 MAR 2012,1209
46,2:07:11,,Mulugeta WAMI,17 JUL 1982,ETH,6,,Amsterdam (NED),21 OCT 2012,1207
47,2:07:17,,Stephen TUM,12 JUL 1986,KEN,2,,Praha (CZE),13 MAY 2012,1206
48,2:07:23,,Augustine RONO,1982,KEN,3,,Hamburg (GER),29 APR 2012,1204
49,2:07:28,,Eshetu WENDIMU,03 OCT 1986,ETH,11,,Dubai (UAE),27 JAN 2012,1203
50,2:07:30,,Patrick TAMBWÉ,05 MAY 1975,FRA,1,,See Genezareth (ISR),12 JAN 2012,1202
51,2:07:31,,Felix KENY,25 DEC 1985,KEN,5,,Seoul (KOR),18 MAR 2012,1202
52,2:07:32,,Francis Kibiwott LARABAL,15 SEP 1978,KEN,2,,See Genezareth (ISR),12 JAN 2012,1201
53,2:07:35,,Teferi BACHA,21 JAN 1981,ETH,3,,See Genezareth (ISR),12 JAN 2012,1201
53,2:07:35,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,3,,Frankfurt (GER),28 OCT 2012,1201
55,2:07:37,,Peter KAMAIS,07 NOV 1976,KEN,1,,Xiamen (CHN),07 JAN 2012,1200
55,2:07:37,,Michael KIPYEGO,02 OCT 1983,KEN,1,,Tokyo (JPN),26 FEB 2012,1200
55,2:07:37,,Alfred KERING,20 NOV 1978,KEN,1,,Köln (GER),14 OCT 2012,1200
58,2:07:38,,Gilbert YEGON,06 AUG 1988,KEN,2,,Wien (AUT),15 APR 2012,1200
59,2:07:39,,Henryk SZOST,20 JAN 1982,POL,2,,Otsu (JPN),04 MAR 2012,1200
59,2:07:39,,Limenih GETACHEW,30 APR 1990,ETH,2,,Köln (GER),14 OCT 2012,1200
61,2:07:41,,Debebe TOLOSSA,1980,ETH,2,,"Houston, TX (USA)",15 JAN 2012,1199
61,2:07:41,,Charles Kiama MUNYEKI,02 NOV 1988,KEN,6,,Seoul (KOR),18 MAR 2012,1199
63,2:07:43,,Gemechu WORKU,1985,ETH,4,,See Genezareth (ISR),12 JAN 2012,1198
63,2:07:43,,Jairus CHANCHIMA,05 DEC 1984,KEN,7,,Seoul (KOR),18 MAR 2012,1198
65,2:07:44,,John KIPROTICH,30 MAR 1989,KEN,3,,Wien (AUT),15 APR 2012,1198
65,2:07:44,,Jaouad GHARIB,22 MAY 1972,MAR,4,,London (GBR),22 APR 2012,1198
67,2:07:45,,Moses Kigen KIPKOSGEI,10 JAN 1983,KEN,12,,Dubai (UAE),27 JAN 2012,1198
68,2:07:47,,Dathan RITZENHEIN,30 DEC 1982,USA,9,,"Chicago, IL (USA)",07 OCT 2012,1197
69,2:07:48,,Bazu WORKU HAYLA,15 SEP 1990,ETH,13,,Dubai (UAE),27 JAN 2012,1197
69,2:07:48,,Arata FUJIWARA,12 SEP 1981,JPN,2,,Tokyo (JPN),26 FEB 2012,1197
71,2:07:49,,Philemon Gitia BAARU,20 MAY 1981,KEN,2,,Košice (SVK),07 OCT 2012,1197
71,2:07:49,,Evans Kipkosgei RUTO,14 JAN 1984,KEN,3,,Košice (SVK),07 OCT 2012,1197
73,2:07:50,,Stephen KIPROTICH,27 FEB 1989,UGA,3,,Tokyo (JPN),26 FEB 2012,1196
74,2:07:51,,Elija KEMBOI,10 SEP 1984,KEN,4,,Košice (SVK),07 OCT 2012,1196
75,2:07:53,,Duncan Cheruiyot KOECH,28 DEC 1981,KEN,3,,Köln (GER),14 OCT 2012,1196
76,2:07:56,,Abel KIRUI,06 APR 1982,KEN,5,,London (GBR),22 APR 2012,1195
76,2:07:56,,Shumi DECHASA,28 MAY 1989,ETH,4,,Hamburg (GER),29 APR 2012,1195
78,2:07:57,,David Kemboi KIYENG,22 APR 1983,KEN,1,,Daegu (KOR),08 APR 2012,1194
79,2:08:01,,Julius NDERITU,07 OCT 1979,KEN,14,,Dubai (UAE),27 JAN 2012,1193
79,2:08:01,,Emmanuel MUTAI,12 OCT 1984,KEN,6,,London (GBR),22 APR 2012,1193
79,2:08:01,,Laban MUTAI,15 JAN 1988,KEN,4,,Köln (GER),14 OCT 2012,1193
82,2:08:03,,Marilson GOMES DOS SANTOS,06 AUG 1977,BRA,7,,London (GBR),22 APR 2012,1193
83,2:08:04,,Lukas Lokobe KANDA,01 JAN 1983,KEN,1,,Roma (ITA),18 MAR 2012,1192
84,2:08:05,,Stephen KIBET,09 NOV 1986,KEN,4,,Rotterdam (NED),15 APR 2012,1192
85,2:08:06,,Samuel Tsegay TESFAMARIAM,24 FEB 1988,ERI,8,,London (GBR),22 APR 2012,1192
86,2:08:07,,Hailu MEKONNEN,04 APR 1980,ETH,1,,Hengshui (CHN),22 SEP 2012,1192
87,2:08:11,,Stephen Kipkoech KIBIWOTT,03 APR 1980,KEN,15,,Dubai (UAE),27 JAN 2012,1191
88,2:08:13,,Julius Kipkorir KIPLIMO,06 JUN 1985,KEN,2,,Hengshui (CHN),22 SEP 2012,1190
89,2:08:14,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,7,,Amsterdam (NED),21 OCT 2012,1190
90,2:08:16,,Gilbert CHEPKWONY,1985,KEN,2,,Daegu (KOR),08 APR 2012,1189
91,2:08:17,,Haile GEBRSELASSIE,18 APR 1973,ETH,4,,Tokyo (JPN),26 FEB 2012,1189
92,2:08:18,,Joel Kemboi KIMURER,21 JAN 1988,KEN,2,,Valencia (ESP),18 NOV 2012,1189
93,2:08:21,,Francis Kipkoech BOWEN,12 OCT 1973,KEN,5,,Eindhoven (NED),14 OCT 2012,1188
94,2:08:24,,Hiroyuki HORIBATA,28 OCT 1986,JPN,2,,Fukuoka (JPN),02 DEC 2012,1187
95,2:08:28,,Gidena GEBREMEDHIN,1982,ETH,5,,See Genezareth (ISR),12 JAN 2012,1186
95,2:08:28,,Nicholas Manza KAMAKYA,02 MAR 1985,KEN,4,,Berlin (GER),30 SEP 2012,1186
97,2:08:30,,Solomon KIPTOO,01 JAN 1989,KEN,6,,Eindhoven (NED),14 OCT 2012,1185
98,2:08:32,,Viktor RÖTHLIN,14 OCT 1974,SUI,5,,Tokyo (JPN),26 FEB 2012,1185
98,2:08:32,,William KIBOR,10 JAN 1985,KEN,5,,Wien (AUT),15 APR 2012,1185
100,2:08:33,,Peter Kimeli SOME,05 JUN 1990,KEN,4,,Frankfurt (GER),28 OCT 2012,1184
