Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
20,2:07:51,,Jason MBOTE,05 JAN 1977,KEN,6,,Amsterdam (NED),21 OCT 2007,1196
21,2:07:53,,Shadrack KIPLAGAT,09 DEC 1977,KEN,7,,Amsterdam (NED),21 OCT 2007,1196
22,2:07:54,,Jaouad GHARIB,22 MAY 1972,MAR,4,,London (GBR),22 APR 2007,1195
23,2:07:56,,Hendrick RAMAALA,02 FEB 1972,RSA,5,,London (GBR),22 APR 2007,1195
24,2:07:57,,Philip SINGOEI,31 DEC 1975,KEN,1,,Eindhoven (NED),14 OCT 2007,1194
25,2:08:01,,Philip MANYIM,24 MAR 1978,KEN,4,,Berlin (GER),30 SEP 2007,1193
26,2:08:04,,Bong-ju LEE,11 OCT 1970,KOR,1,,Seoul (KOR),18 MAR 2007,1192
27,2:08:06,,Paul TERGAT,17 JUN 1969,KEN,6,,London (GBR),22 APR 2007,1192
28,2:08:09,,Nephat Ngotho KINYANJUI,30 JUN 1977,KEN,1,,Beijing (CHN),21 OCT 2007,1191
29,2:08:11,,Hosea Kiprop ROTICH,02 AUG 1979,KEN,2,,Frankfurt (GER),28 OCT 2007,1191
30,2:08:14,,Joshua CHELANGA,07 APR 1973,KEN,1,,Seoul (KOR),04 NOV 2007,1190
31,2:08:15,,Longyun REN,12 OCT 1987,CHN,2,,Beijing (CHN),21 OCT 2007,1189
32,2:08:16,,Tsegaye KEBEDE,15 JAN 1987,ETH,8,,Amsterdam (NED),21 OCT 2007,1189
33,2:08:20,,Viktor RÖTHLIN,14 OCT 1974,SUI,1,,Zürich (SUI),01 APR 2007,1188
33,2:08:20,,Abderrahim BOURAMDANE,01 JAN 1978,MAR,2,,Seoul (KOR),04 NOV 2007,1188
35,2:08:21,,Kamiel MAASE,20 OCT 1971,NED,9,,Amsterdam (NED),21 OCT 2007,1188
36,2:08:22,,Elias Kiptum MAINDI,06 JUN 1980,KEN,1,,Kisumu (KEN),01 DEC 2007,1187
37,2:08:24,,Ryan HALL,14 OCT 1982,USA,7,,London (GBR),22 APR 2007,1187
38,2:08:37,,Marilson GOMES DOS SANTOS,06 AUG 1977,BRA,8,,London (GBR),22 APR 2007,1183
39,2:08:38,,Laban KIPKEMBOI,30 DEC 1977,KEN,3,,Seoul (KOR),18 MAR 2007,1183
39,2:08:38,,Sammy Kiptoo KURGAT,1975,KEN,3,,Frankfurt (GER),28 OCT 2007,1183
41,2:08:45,,Edwin KOMEN,1980,KEN,4,,Seoul (KOR),18 MAR 2007,1181
42,2:08:49,,Peter Kiprotich CHERUS,27 FEB 1979,KEN,4,,Frankfurt (GER),28 OCT 2007,1180
43,2:08:56,,Han GANG,10 NOV 1978,CHN,3,,Beijing (CHN),21 OCT 2007,1178
44,2:09:01,,Yerefu BIRHANU,29 AUG 1986,ETH,3,,Seoul (KOR),04 NOV 2007,1177
45,2:09:04,,Daniel YEGO,28 AUG 1979,KEN,1,,"San Diego, CA (USA)",03 JUN 2007,1176
45,2:09:04,,Benson Kipchumba BARUS,04 JUL 1980,KEN,4,,Seoul (KOR),04 NOV 2007,1176
47,2:09:07,,Aleksey SOKOLOV,14 NOV 1979,RUS,1,,Dublin (IRL),29 OCT 2007,1175
48,2:09:08,,David KEMBOI,23 NOV 1974,KEN,1,,Reims (FRA),21 OCT 2007,1175
49,2:09:15,,Evans Kiprop CHERUIYOT,10 MAY 1982,KEN,1,,Milano (ITA),02 DEC 2007,1173
50,2:09:20,,John Kirwa BIRGEN,1974,KEN,2,,Milano (ITA),02 DEC 2007,1171
51,2:09:21,,Peter KEMBOI,,KEN,1,,Mombasa (KEN),27 MAY 2007,1171
52,2:09:30,,John Ekiru KELAI,29 DEC 1976,KEN,1,,Toronto (CAN),30 SEP 2007,1169
53,2:09:31,,Paul Malakwen KOSGEI,22 APR 1978,KEN,10,,Amsterdam (NED),21 OCT 2007,1168
54,2:09:33,,Albert Kiplagat MATEBOR,25 DEC 1980,KEN,5,,Frankfurt (GER),28 OCT 2007,1168
55,2:09:36,,Elias KEMBOI,10 MAY 1984,KEN,1,,Roma (ITA),18 MAR 2007,1167
55,2:09:36,,Daniel Kipkurgat RONO,13 JUL 1978,KEN,2,,Toronto (CAN),30 SEP 2007,1167
57,2:09:39,,Mathew SIGEI,1982,KEN,5,,Hamburg (GER),29 APR 2007,1166
58,2:09:40,,Yuko MATSUMIYA,21 FEB 1980,JPN,4,,Fukuoka (JPN),02 DEC 2007,1166
59,2:09:42,,Nicholas Chelimo KIPKORIR,08 JAN 1983,KEN,5,,Seoul (KOR),04 NOV 2007,1165
60,2:09:44,,Samson Kiptoo BUNGEI,17 NOV 1982,KEN,3,,Kisumu (KEN),01 DEC 2007,1165
61,2:09:45,,Daniel NJENGA,07 MAY 1976,KEN,1,,Tokyo (JPN),18 FEB 2007,1164
61,2:09:45,,Charles Kibiwott SERONEI,08 AUG 1974,KEN,2,,Gongju (KOR),21 OCT 2007,1164
63,2:09:46,,David Kemboi KIYENG,22 APR 1983,KEN,2,,Reims (FRA),21 OCT 2007,1164
63,2:09:46,,Simon Kariuki NJOROGE,10 JUL 1980,KEN,6,,Frankfurt (GER),28 OCT 2007,1164
65,2:09:48,,Bellor Miningwo YATOR,01 JAN 1984,KEN,1,,Düsseldorf (GER),06 MAY 2007,1164
66,2:09:49,,Mesfin ADIMASU,05 MAR 1985,ETH,5,,Berlin (GER),30 SEP 2007,1163
66,2:09:49,,Francis KIPROP,25 DEC 1984,KEN,11,,Amsterdam (NED),21 OCT 2007,1163
68,2:09:53,,William Todoo ROTICH,04 FEB 1980,KEN,1,,Dubai (UAE),12 JAN 2007,1162
68,2:09:53,,Gashaw MELESE ASFAW,26 SEP 1978,ETH,2,,Paris (FRA),15 APR 2007,1162
68,2:09:53,,William BIAMA,17 JAN 1984,KEN,1,,Košice (SVK),07 OCT 2007,1162
71,2:09:56,,Paul Kipkemboi BIWOTT,18 APR 1978,KEN,2,,Eindhoven (NED),14 OCT 2007,1161
71,2:09:56,,Wilson Kipkemboi KIGEN,10 AUG 1980,KEN,3,,Gongju (KOR),21 OCT 2007,1161
73,2:09:59,,David Mandago KIPKORIR,15 DEC 1974,KEN,4,,Beijing (CHN),21 OCT 2007,1160
73,2:09:59,,Joseph AMENYA,1978,KEN,2,,Kisumu (KEN),01 DEC 2007,1160
75,2:10:04,,Takayuki MATSUMIYA,21 FEB 1980,JPN,2,,Rotterdam (NED),15 APR 2007,1159
76,2:10:07,,Luke KIBET,12 APR 1983,KEN,1,,Wien (AUT),29 APR 2007,1158
77,2:10:12,,José Manuel MARTÍNEZ,22 OCT 1971,ESP,2,,Roma (ITA),18 MAR 2007,1157
78,2:10:13,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,2,,Mombasa (KEN),27 MAY 2007,1157
78,2:10:13,,Elijah SANG,1980,KEN,7,,Frankfurt (GER),28 OCT 2007,1157
80,2:10:16,,Abraham CHELANGA,09 SEP 1984,KEN,3,,Reims (FRA),21 OCT 2007,1156
81,2:10:18,,Benjamin PSERET,1980,KEN,1,,Treviso (ITA),25 MAR 2007,1155
82,2:10:19,,David Maiyo CHIRCHIR,05 NOV 1976,KEN,2,,Treviso (ITA),25 MAR 2007,1155
83,2:10:20,,Kasime ADILO ROBA,25 JAN 1979,ETH,3,,Toronto (CAN),30 SEP 2007,1155
84,2:10:23,,Atsushi FUJITA,06 NOV 1976,JPN,1,,Beppu (JPN),04 FEB 2007,1154
85,2:10:24,,Philemon KIRWA TARBEI,1983,KEN,1,,Torino (ITA),15 APR 2007,1154
86,2:10:25,,Jonathan Kosgei KIPKORIR,29 DEC 1982,KEN,3,,Roma (ITA),18 MAR 2007,1153
86,2:10:25,,Joseph KIPKEMEI NGENY,1978,KEN,6,,Hamburg (GER),29 APR 2007,1153
88,2:10:27,,Philipp Kiplagat BIWOTT,1977,KEN,3,,Treviso (ITA),25 MAR 2007,1153
88,2:10:27,,Asnake FEKADU,1982,ETH,4,,Treviso (ITA),25 MAR 2007,1153
88,2:10:27,,James MWANGI KARIUKI,1976,KEN,2,,Wien (AUT),29 APR 2007,1153
91,2:10:28,,Jackson KOECH,26 DEC 1978,KEN,7,,Hamburg (GER),29 APR 2007,1152
92,2:10:30,,Migidio BOURIFA,31 JAN 1969,ITA,4,,Roma (ITA),18 MAR 2007,1152
92,2:10:30,,Shigeru ABURAYA,08 FEB 1977,JPN,5,,Fukuoka (JPN),02 DEC 2007,1152
94,2:10:31,,Lee TROOP,22 MAR 1973,AUS,6,,Berlin (GER),30 SEP 2007,1152
95,2:10:34,,Joseph Mutiso WAMBUA,1983,KEN,2,,Dubai (UAE),12 JAN 2007,1151
96,2:10:36,,David CHERUIYOT,01 SEP 1972,KEN,1,,Ottawa (CAN),27 MAY 2007,1150
97,2:10:37,,Thomas ABYU,05 MAY 1978,GBR,2,,Dublin (IRL),29 OCT 2007,1150
98,2:10:39,,Norman DLOMO,18 APR 1975,RSA,3,,Milano (ITA),02 DEC 2007,1149
99,2:10:40,,Musa KANDA,1974,KEN,3,,Dubai (UAE),12 JAN 2007,1149
100,2:10:41,,Francis Kipkoech BOWEN,12 OCT 1973,KEN,8,,Frankfurt (GER),28 OCT 2007,1149
