Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
40,2:27:08,,Miki OHIRA,28 JUN 1981,JPN,4,,Osaka (JPN),25 JAN 2009,1161
40,2:27:08,,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,,Roma (ITA),22 MAR 2009,1161
42,2:27:14,,Lidia ŞIMON,04 SEP 1973,ROU,5,,Osaka (JPN),25 JAN 2009,1160
43,2:27:16,,Mika OKUNAGA,27 OCT 1982,JPN,6,,Osaka (JPN),25 JAN 2009,1160
44,2:27:23,,Akemi OZAKI,12 OCT 1977,JPN,2,,Sapporo (JPN),30 AUG 2009,1159
45,2:27:25,,Nuţa OLARU,28 AUG 1970,ROU,2f1,,"Houston, TX (USA)",18 JAN 2009,1158
46,2:27:37,,Yuliya GROMOVA,21 MAY 1974,RUS,1,,"San Diego, CA (USA)",31 MAY 2009,1156
47,2:27:38,,Ruth WANJIRU,11 SEP 1981,KEN,7,,Osaka (JPN),25 JAN 2009,1156
48,2:27:39,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,8,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1156
49,2:27:41,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,,Ottawa (CAN),24 MAY 2009,1156
50,2:27:42,,Lyudmila PETROVA,07 OCT 1968,RUS,9,,London (GBR),26 APR 2009,1155
51,2:27:46,,Anne Jepkemboi KOSGEI,1980,KEN,1,,Venezia (ITA),25 OCT 2009,1155
52,2:27:48,,Sun-young LEE,20 AUG 1984,KOR,2,,Seoul (KOR),14 MAR 2009,1154
52,2:27:48,,Kara GOUCHER,09 JUL 1978,USA,9,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1154
54,2:27:49,,Yanan WEI,06 DEC 1981,CHN,1,,Shanghai (CHN),29 NOV 2009,1154
55,2:27:50,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Frankfurt (GER),25 OCT 2009,1154
56,2:27:53,,Desiree DAVILA,26 JUL 1983,USA,10,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1154
57,2:27:56,,Madoka OGI,26 OCT 1983,JPN,8,,Osaka (JPN),25 JAN 2009,1153
58,2:28:08,,Kebebush Haile LEMA,13 APR 1986,ETH,3,,Roma (ITA),22 MAR 2009,1151
59,2:28:09,,Lydia CHEROMEI,11 MAY 1977,KEN,2,,Rotterdam (NED),05 APR 2009,1151
60,2:28:13,,Yoshiko FUJINAGA,15 AUG 1981,JPN,1,,Nagoya (JPN),08 MAR 2009,1150
61,2:28:16,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Shanghai (CHN),29 NOV 2009,1150
62,2:28:26,,Shiru DERIBA,22 OCT 1985,ETH,8f1,,Dubai (UAE),16 JAN 2009,1148
63,2:28:27,,Olga GLOK,16 DEC 1982,RUS,1,,Praha (CZE),10 MAY 2009,1148
64,2:28:34,,Pyo UN-SUK,13 JUN 1981,PRK,1,,Pyongyang (PRK),12 APR 2009,1147
65,2:28:41,,Koren Jelila YAL,18 JAN 1987,ETH,2,,Venezia (ITA),25 OCT 2009,1146
66,2:28:47,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,3,,Venezia (ITA),25 OCT 2009,1145
67,2:28:50,,Deena KASTOR,14 FEB 1973,USA,4,,"Chicago, IL (USA)",11 OCT 2009,1144
68,2:28:55,,Yukari SAHAKU,05 NOV 1988,JPN,2,,Tokyo (JPN),22 MAR 2009,1143
69,2:28:57,,Irene JEROTICH,08 SEP 1974,KEN,1,,Nairobi (KEN),25 OCT 2009,1143
70,2:28:59,,Julia Mombi MURAGA,25 JAN 1985,KEN,11,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1143
71,2:29:01,,Alessandra AGUILAR,01 JUL 1978,ESP,1,,Hamburg (GER),26 APR 2009,1142
72,2:29:09,,Chika HORIE,15 FEB 1981,JPN,2,,Nagoya (JPN),08 MAR 2009,1141
73,2:29:10,,Karolina NADOLSKA,06 SEP 1981,POL,3,,Frankfurt (GER),25 OCT 2009,1141
74,2:29:16,,Risper KIMAIYO,26 JUN 1979,KEN,4,,Roma (ITA),22 MAR 2009,1140
75,2:29:17,,Leah MALOT,07 JUN 1972,KEN,6,,Berlin (GER),20 SEP 2009,1140
76,2:29:19,,Reiko TOSA,11 JUN 1976,JPN,3,,Tokyo (JPN),22 MAR 2009,1139
76,2:29:19,,Workenesh TOLA,06 JUN 1977,ETH,6,,Paris (FRA),05 APR 2009,1139
78,2:29:26,,Susanne HAHN,23 APR 1978,GER,1,,Düsseldorf (GER),03 MAY 2009,1138
79,2:29:33,,Anna INCERTI,19 JAN 1980,ITA,5,,Roma (ITA),22 MAR 2009,1137
80,2:29:35,,Yuko MACHIDA,11 AUG 1980,JPN,3,,Nagoya (JPN),08 MAR 2009,1137
81,2:29:38,,Kum-Ok KIM,09 DEC 1988,PRK,2,,Pyongyang (PRK),12 APR 2009,1136
81,2:29:38,,Mulu SEBOKA,25 SEP 1984,ETH,2,,Toronto (CAN),27 SEP 2009,1136
83,2:29:39,,Weiwei SUN,13 JAN 1985,CHN,12,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1136
84,2:29:42,,Lyubov MORGUNOVA,14 JAN 1971,RUS,4,,"Los Angeles, CA (USA)",25 MAY 2009,1136
85,2:29:47,,Caroline ROTICH,13 MAY 1984,KEN,1,,"Las Vegas, NV (USA)",06 DEC 2009,1135
86,2:29:50,,Woynishet GIRMA,28 JUL 1986,ETH,2,,Amsterdam (NED),18 OCT 2009,1134
87,2:29:52,,Rong CHEN,18 MAY 1988,CHN,1f1,,Xiamen (CHN),03 JAN 2009,1134
87,2:29:52,,Yeshi ESAYIAS,28 DEC 1985,ETH,1f1,,Marrakech (MAR),25 JAN 2009,1134
89,2:29:56,,Mayumi FUJITA,26 MAY 1983,JPN,4,,Nagoya (JPN),08 MAR 2009,1133
89,2:29:56,,Makeda HARONA,05 SEP 1988,ETH,4,,Venezia (ITA),25 OCT 2009,1133
91,2:29:57,,Bruna GENOVESE,24 SEP 1976,ITA,3,,Yokohama (JPN),15 NOV 2009,1133
92,2:29:58,,Kiyomi OGAWA,15 SEP 1981,JPN,5,,Nagoya (JPN),08 MAR 2009,1133
93,2:29:59,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,5,,Tokyo (JPN),22 MAR 2009,1133
94,2:30:05,,Alevtina IVANOVA,22 MAY 1975,RUS,2,,"Las Vegas, NV (USA)",06 DEC 2009,1132
95,2:30:07,,Irina TIMOFEYEVA,05 APR 1970,RUS,1,,Nagano (JPN),19 APR 2009,1131
95,2:30:07,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,16,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1131
97,2:30:10,,Irene Kemunto MOGAKA,10 JAN 1985,KEN,5,,"Los Angeles, CA (USA)",25 MAY 2009,1131
98,2:30:12,,Ana DIAS,15 JAN 1974,POR,5,,Venezia (ITA),25 OCT 2009,1131
99,2:30:16,,Yumi HIRATA,22 JUN 1981,JPN,6,,Nagoya (JPN),08 MAR 2009,1130
100,2:30:18,,Lenah CHERUIYOT,01 MAR 1973,KEN,6,,Roma (ITA),22 MAR 2009,1130
