Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
88,2:23:29,,Yeshi Kalayu CHEKOLE,12 JUL 1997,ETH,4,,Paris (FRA),02 APR 2023,1198
89,2:23:30,,Malindi ELMORE,13 MAR 1980,CAN,13,,Berlin (GER),24 SEP 2023,1198
90,2:23:33,,Sofia ASSEFA,14 NOV 1987,ETH,8,,Amsterdam (NED),15 OCT 2023,1197
91,2:23:40,,Emily Chepkemoi ARUSIO,01 APR 1999,KEN,5,,Shanghai (CHN),26 NOV 2023,1196
92,2:23:44,,Agnes KEINO,17 JAN 1988,KEN,5,,Frankfurt (GER),29 OCT 2023,1195
93,2:23:46,,Giovanna EPIS,11 OCT 1988,ITA,6,,Hamburg (GER),23 APR 2023,1195
94,2:23:47,,Domenika MAYER,09 OCT 1990,GER,14,,Berlin (GER),24 SEP 2023,1195
95,2:23:52,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,2,,Praha (CZE),07 MAY 2023,1194
96,2:23:53,,Meseret TOLWAK,08 NOV 1993,ETH,6,,Dubai (UAE),12 FEB 2023,1194
97,2:24:03,,Gerda STEYN,03 MAR 1990,RSA,11,,Valencia (ESP),03 DEC 2023,1192
97,2:24:03,,Hawi FEYSA,01 FEB 1999,ETH,2,,Abu Dhabi (UAE),16 DEC 2023,1192
99,2:24:05,,Deshun ZHANG,21 FEB 1996,CHN,4,,Nagoya (JPN),12 MAR 2023,1192
100,2:24:09,,Yuka SUZUKI,14 SEP 1999,JPN,1,,Tokyo (JPN),15 OCT 2023,1191
