Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
48,2:26:47,,Georgina RONO,19 MAY 1980,KEN,1,,Hamburg (GER),04 MAY 2014,1165
48,2:26:47,,Visiline JEPKESHO,30 DEC 1989,KEN,1,,Lisboa (POR),05 OCT 2014,1165
50,2:26:48,,Inés MELCHOR,30 AUG 1986,PER,8,,Berlin (GER),28 SEP 2014,1164
51,2:26:58,,Tiki GELANA,22 OCT 1987,ETH,8,,London (GBR),13 APR 2014,1163
52,2:26:59,,Philes ONGORI,19 JUL 1986,KEN,2,,Yokohama (JPN),16 NOV 2014,1163
53,2:27:03,,Amy CRAGG,21 JAN 1984,USA,4,,"Chicago, IL (USA)",12 OCT 2014,1162
54,2:27:05,,Amane GOBENA,11 SEP 1986,ETH,6,,Dubai (UAE),24 JAN 2014,1162
54,2:27:05,,Hye Gyong KIM,09 MAR 1993,PRK,1,,Pyongyang (PRK),13 APR 2014,1162
56,2:27:10,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,2,,Toronto (CAN),19 OCT 2014,1161
57,2:27:14,,Helah Jelagat KIPROP,07 APR 1985,KEN,5,,Frankfurt (GER),26 OCT 2014,1160
58,2:27:21,,Reia IWADE,08 DEC 1994,JPN,3,,Yokohama (JPN),16 NOV 2014,1159
59,2:27:26,,Meseret TOLWAK,08 NOV 1993,ETH,2,,Ottawa (CAN),25 MAY 2014,1158
60,2:27:29,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,2,,Hamburg (GER),04 MAY 2014,1158
61,2:27:31,,Fantu JIMMA,11 SEP 1987,ETH,2,,Praha (CZE),11 MAY 2014,1157
62,2:27:37,,Makeda HARONA,05 SEP 1988,ETH,5,,"Houston, TX (USA)",19 JAN 2014,1156
63,2:27:44,,Goitetom Haftu TESEMA,1987,ETH,8,,Dubai (UAE),24 JAN 2014,1155
64,2:27:45,,Ashu KASIM,20 OCT 1984,ETH,2,,Seoul (KOR),16 MAR 2014,1155
65,2:27:47,,Sechale DALASA,20 SEP 1991,ETH,9,,Dubai (UAE),24 JAN 2014,1155
66,2:27:51,,Agnes KIPROP,14 JAN 1980,KEN,5,,Nagoya (JPN),09 MAR 2014,1154
67,2:27:54,,Sultan HAYDAR,23 JUN 1987,TUR,10,,Dubai (UAE),24 JAN 2014,1153
68,2:27:57,,Misato HORIE,10 MAR 1987,JPN,6,,Nagoya (JPN),09 MAR 2014,1153
68,2:27:57,,Winny JEPKORIR,10 JUN 1990,KEN,3,,Hamburg (GER),04 MAY 2014,1153
70,2:27:58,,Hye-Song KIM,09 MAR 1993,PRK,2,,Pyongyang (PRK),13 APR 2014,1153
71,2:28:06,,Marta MEGRA,30 DEC 1990,ETH,4,,Osaka (JPN),26 JAN 2014,1151
72,2:28:11,,Biruk KONJIT TILAHUN,22 SEP 1987,ETH,11,,Dubai (UAE),24 JAN 2014,1151
72,2:28:11,,Desiree DAVILA,26 JUL 1983,USA,5,,"New York, NY (USA)",02 NOV 2014,1151
74,2:28:14,,Melkam GIZAW,17 SEP 1990,ETH,4,,Hamburg (GER),04 MAY 2014,1150
75,2:28:18,,Albina MAYOROVA,16 MAY 1977,RUS,6,,Tokyo (JPN),23 FEB 2014,1149
75,2:28:18,,Sardana TROFIMOVA,28 MAR 1988,RUS,1,,Toulouse (FRA),26 OCT 2014,1149
77,2:28:20,,Mirriam WANGARI,22 FEB 1979,KEN,1,,Hengshui (CHN),20 SEP 2014,1149
78,2:28:27,,Helalia JOHANNES,13 AUG 1980,NAM,3,,Seoul (KOR),16 MAR 2014,1148
78,2:28:27,,Mestawat TUFA,14 SEP 1983,ETH,1,,Dongying (CHN),01 MAY 2014,1148
80,2:28:33,,Iwona LEWANDOWSKA,19 FEB 1985,POL,1,,Eindhoven (NED),12 OCT 2014,1147
81,2:28:36,,Mai ITO,23 MAY 1984,JPN,7,,Tokyo (JPN),23 FEB 2014,1146
81,2:28:36,,Lisa Christina NEMEC,18 MAY 1984,CRO,4,,"Letzigrund, Zürich (SUI)",16 AUG 2014,1146
83,2:28:41,,Esther CHEMTAI,04 JUN 1988,KEN,1,,Torino (ITA),16 NOV 2014,1146
84,2:28:44,,Natalya PUCHKOVA,28 JAN 1987,RUS,5,,Osaka (JPN),26 JAN 2014,1145
85,2:28:48,,Lydia Jerotich RUTTO,25 SEP 1984,KEN,1,,Košice (SVK),05 OCT 2014,1144
86,2:28:51,,Asami KATO,12 OCT 1990,JPN,1,,Gold Coast (AUS),06 JUL 2014,1144
87,2:28:54,,Azusa NOJIRI,06 JUN 1982,JPN,5,,Yokohama (JPN),16 NOV 2014,1143
88,2:28:56,,Yinli HE,20 SEP 1988,CHN,5,,Hamburg (GER),04 MAY 2014,1143
89,2:28:58,,Anna INCERTI,19 JAN 1980,ITA,2,,Torino (ITA),16 NOV 2014,1143
90,2:28:59,,Annie BERSAGEL,30 MAR 1983,USA,1,,Düsseldorf (GER),27 APR 2014,1143
91,2:29:00,,Etalemahu KIDANE,14 FEB 1983,ETH,4,,Ottawa (CAN),25 MAY 2014,1142
92,2:29:03,,Misikir DEMISSE,23 JUL 1986,ETH,3,,Shanghai (CHN),02 NOV 2014,1142
93,2:29:15,,Ogla Jerono KIMAIYO,24 JUL 1988,KEN,2,,Amsterdam (NED),19 OCT 2014,1140
94,2:29:17,,Muluhabt TSEGA,22 DEC 1997,ETH,1,,Beirut (LBN),09 NOV 2014,1140
95,2:29:18,,Caroline CHEPKWONY,24 JUL 1985,KEN,2,,Wien (AUT),13 APR 2014,1140
95,2:29:18,,Alina PROKOPEVA,16 AUG 1985,RUS,7,,Yokohama (JPN),16 NOV 2014,1140
97,2:29:26,,Olena SHURHNO,08 JAN 1978,UKR,8,,Yokohama (JPN),16 NOV 2014,1138
98,2:29:27,,René KALMER,03 NOV 1980,RSA,9,,Berlin (GER),28 SEP 2014,1138
99,2:29:31,,Sung-eun KIM,24 FEB 1989,KOR,4,,Seoul (KOR),16 MAR 2014,1137
100,2:29:35,,Zemzem AHMED,27 DEC 1984,ETH,3,,Paris (FRA),06 APR 2014,1137
