Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
89,2:28:08,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,9,,Frankfurt (GER),30 OCT 2011,1151
90,2:28:14,,Tetyana GAMERA,01 JUN 1983,UKR,1,,Kraków (POL),17 APR 2011,1150
91,2:28:24,,Joanne PAVEY,20 SEP 1973,GBR,16,,London (GBR),17 APR 2011,1148
91,2:28:24,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,1,,St. Paul (USA),02 OCT 2011,1148
93,2:28:28,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Roma (ITA),20 MAR 2011,1148
94,2:28:32,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,,Castellón (ESP),18 DEC 2011,1147
95,2:28:38,,Tsega GELAW RETA,09 OCT 1990,ETH,3,,Istanbul (TUR),16 OCT 2011,1146
96,2:28:43,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,10,,Frankfurt (GER),30 OCT 2011,1145
97,2:28:49,,Noriko HIGUCHI,23 MAY 1985,JPN,1,,Tokyo (JPN),27 FEB 2011,1144
97,2:28:49,,Eri OKUBO,02 JUN 1983,JPN,9,,Berlin (GER),25 SEP 2011,1144
97,2:28:49,,Susanne HAHN,23 APR 1978,GER,11,,Frankfurt (GER),30 OCT 2011,1144
100,2:29:00,,Alevtina IVANOVA,22 MAY 1975,RUS,6,,Yokohama (JPN),20 FEB 2011,1142
