Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
27,2:27:25,,Rose CHERUIYOT,21 JUL 1976,KEN,2,,Seoul (KOR),18 MAR 2007,1158
28,2:27:35,,Bruna GENOVESE,24 SEP 1976,ITA,3,,Tokyo (JPN),18 NOV 2007,1157
29,2:27:46,,Xue BAI,13 DEC 1988,CHN,3,,Beijing (CHN),21 OCT 2007,1155
30,2:27:49,,Alevtina IVANOVA,22 MAY 1975,RUS,1,,Nagano (JPN),15 APR 2007,1154
31,2:28:03,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,1,,Treviso (ITA),25 MAR 2007,1152
32,2:28:16,,Magdalene CHEMJOR,12 NOV 1978,KEN,1,,Amsterdam (NED),21 OCT 2007,1150
33,2:28:22,,Gulnara VYGOVSKAYA,06 SEP 1980,RUS,2,,Paris (FRA),15 APR 2007,1149
34,2:28:25,,Bun-Hui JO,29 NOV 1979,PRK,3,,Pyongyang (PRK),08 APR 2007,1148
35,2:28:27,,Anne Jepkemboi KOSGEI,1980,KEN,2,,Venezia (ITA),28 OCT 2007,1148
36,2:28:33,,Naoko SAKAMOTO,14 NOV 1980,JPN,5,,Berlin (GER),30 SEP 2007,1147
37,2:28:39,,Akemi OZAKI,12 OCT 1977,JPN,4,,Tokyo (JPN),18 NOV 2007,1146
38,2:28:47,,Yingying ZHU,18 AUG 1988,CHN,4,,Beijing (CHN),21 OCT 2007,1145
39,2:28:49,,Yasuko HASHIMOTO,12 AUG 1975,JPN,1,,Nagoya (JPN),11 MAR 2007,1144
40,2:28:53,,Helena JAVORNIK,26 MAR 1966,SLO,3,,Roma (ITA),18 MAR 2007,1144
41,2:28:54,,Pyo UN-SUK,13 JUN 1981,PRK,4,,Pyongyang (PRK),08 APR 2007,1143
41,2:28:54,,Christelle DAUNAY,05 DEC 1974,FRA,3,,Paris (FRA),15 APR 2007,1143
43,2:28:55,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,2,,Nagoya (JPN),11 MAR 2007,1143
44,2:28:56,,Melanie KRAUS,24 OCT 1974,GER,1,,Frankfurt (GER),28 OCT 2007,1143
45,2:29:01,,Silviya SKVORTSOVA,16 NOV 1974,RUS,1,,"Las Vegas, NV (USA)",02 DEC 2007,1142
46,2:29:11,,Asha GIGI,15 OCT 1973,ETH,4,,Paris (FRA),15 APR 2007,1141
47,2:29:12,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,2,,Frankfurt (GER),28 OCT 2007,1141
47,2:29:12,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,3,,Frankfurt (GER),28 OCT 2007,1141
49,2:29:14,,Ayelech WORKU,12 JUN 1979,ETH,1,,Hamburg (GER),29 APR 2007,1140
50,2:29:20,,Alina IVANOVA,16 MAR 1969,RUS,1,,Dublin (IRL),29 OCT 2007,1139
51,2:29:22,,Rose KERUBO NYANGACHA,28 OCT 1976,KEN,2,,Hamburg (GER),29 APR 2007,1139
52,2:29:24,,Takami OMINAMI,15 NOV 1975,JPN,3,,Nagoya (JPN),11 MAR 2007,1139
52,2:29:24,,Anikó KÁLOVICS,13 MAY 1977,HUN,1,,Torino (ITA),15 APR 2007,1139
54,2:29:27,,Weiwei SUN,13 JAN 1985,CHN,2,,Xiamen (CHN),31 MAR 2007,1138
55,2:29:28,,Lidia ŞIMON,04 SEP 1973,ROU,1,,Shanghai (CHN),25 NOV 2007,1138
56,2:29:32,,Eun-jung LEE,21 APR 1981,KOR,1,,Seoul (KOR),04 NOV 2007,1137
57,2:29:33,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,3,,Seoul (KOR),18 MAR 2007,1137
57,2:29:33,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Köln (GER),07 OCT 2007,1137
59,2:29:34,,Miki OHIRA,28 JUN 1981,JPN,4,,Nagoya (JPN),11 MAR 2007,1137
59,2:29:34,,Lyubov MORGUNOVA,14 JAN 1971,RUS,3,,Nagano (JPN),15 APR 2007,1137
61,2:29:37,,Luminita ZAITUC,09 OCT 1968,GER,1,,Düsseldorf (GER),06 MAY 2007,1136
62,2:29:38,,Julia Mombi MURAGA,25 JAN 1985,KEN,5,,Nagoya (JPN),11 MAR 2007,1136
63,2:29:41,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,4,,Frankfurt (GER),28 OCT 2007,1136
64,2:29:47,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,7,,London (GBR),22 APR 2007,1135
65,2:30:05,,Mary PTIKANY,1978,KEN,1,,Essen (GER),13 MAY 2007,1132
66,2:30:08,,Kim-Chol SUN,21 MAR 1983,PRK,5,,Pyongyang (PRK),08 APR 2007,1131
67,2:30:09,,Haruko OKAMOTO,19 AUG 1974,JPN,6,,Nagoya (JPN),11 MAR 2007,1131
68,2:30:10,,Dorota GRUCA,05 DEC 1970,POL,2,,Amsterdam (NED),21 OCT 2007,1131
69,2:30:11,,Helena Loshanyang KIROP,09 SEP 1976,KEN,2,,Rotterdam (NED),15 APR 2007,1131
70,2:30:12,,Tabitha TSATSA,18 SEP 1972,ZIM,4,,Seoul (KOR),18 MAR 2007,1131
71,2:30:14,,Beáta RAKONCZAI,25 JUN 1977,HUN,2,,"Houston, TX (USA)",14 JAN 2007,1130
72,2:30:30,,Shiru DERIBA,22 OCT 1985,ETH,4,,Amsterdam (NED),21 OCT 2007,1128
73,2:30:31,,Natalya VOLGINA,15 MAR 1977,RUS,5,,Roma (ITA),18 MAR 2007,1128
74,2:30:34,,Yuko MANABE,08 FEB 1979,JPN,7,,Nagoya (JPN),11 MAR 2007,1127
75,2:30:37,,Catherine NDEREBA,21 JUL 1972,KEN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1127
76,2:30:40,,Liza HUNTER-GALVAN,25 JUN 1969,NZL,5,,Amsterdam (NED),21 OCT 2007,1126
77,2:30:43,,Hayley HAINING,06 MAR 1972,GBR,6,,Berlin (GER),30 SEP 2007,1126
78,2:30:44,,Liz YELLING,05 DEC 1974,GBR,8,,London (GBR),22 APR 2007,1125
79,2:30:46,,Beatrice OMWANZA,24 FEB 1974,KEN,3,,Hamburg (GER),29 APR 2007,1125
80,2:30:55,,Reiko TOSA,11 JUN 1976,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1124
81,2:30:56,,Workenesh TOLA,06 JUN 1977,ETH,5,,Seoul (KOR),18 MAR 2007,1123
82,2:31:02,,Hitomi NIIYA,26 FEB 1988,JPN,1,,Tokyo (JPN),18 FEB 2007,1122
82,2:31:02,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,3,,Rotterdam (NED),15 APR 2007,1122
84,2:31:04,,Kazue OGOSHI,02 MAR 1981,JPN,4,,Osaka (JPN),28 JAN 2007,1122
85,2:31:08,,Mika OKUNAGA,27 OCT 1982,JPN,8,,Nagoya (JPN),11 MAR 2007,1121
86,2:31:12,,Irene JEROTICH,08 SEP 1974,KEN,5,,Paris (FRA),15 APR 2007,1121
87,2:31:13,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,4,,Hamburg (GER),29 APR 2007,1121
88,2:31:14,,Shujing ZHANG,13 SEP 1978,CHN,3,,Xiamen (CHN),31 MAR 2007,1120
88,2:31:14,,An-Un SUK,,PRK,6,,Pyongyang (PRK),08 APR 2007,1120
90,2:31:16,,Maria Dolores VALENCIA JIMÉNEZ,06 SEP 1975,MEX,1,,Torreón (MEX),04 MAR 2007,1120
91,2:31:25,,Leila AMAN,24 NOV 1977,ETH,5,,Hamburg (GER),29 APR 2007,1119
92,2:31:29,,Zhang XIAN,,CHN,6,,Beijing (CHN),21 OCT 2007,1118
93,2:31:31,,Marisa BARROS,25 FEB 1980,POR,1,,Porto (POR),21 OCT 2007,1118
94,2:31:35,,Yuka EZAKI,20 OCT 1981,JPN,5,,Osaka (JPN),28 JAN 2007,1117
95,2:31:37,,Tomoko SHIMOKAWA,21 NOV 1986,JPN,9,,Nagoya (JPN),11 MAR 2007,1117
96,2:31:40,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,6,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1116
97,2:31:41,,Leonor CARNEIRO,18 MAY 1978,POR,8,,Berlin (GER),30 SEP 2007,1116
98,2:31:42,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Dublin (IRL),29 OCT 2007,1116
99,2:31:43,,Adenech ZEKIROS,26 MAR 1982,ETH,1,,"Tempe, AZ (USA)",13 JAN 2007,1116
99,2:31:43,,Soumiya LAABANI,03 FEB 1975,MAR,2,,Treviso (ITA),25 MAR 2007,1116
