Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
55,2:23:20,,Betelihem AFENIGUS,29 APR 2001,ETH,4,,Seoul (KOR),17 MAR 2024,1199
56,2:23:26,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,8,,London (GBR),21 APR 2024,1198
57,2:23:27,,Aminet AHMED,11 FEB 2000,ETH,5,,Hamburg (GER),28 APR 2024,1198
58,2:23:36,,Stella CHESANG,01 DEC 1996,UGA,4,,Osaka (JPN),28 JAN 2024,1197
59,2:23:38,,Valary JEMELI,08 JUN 1991,KEN,1,,Doha (QAT),16 FEB 2024,1196
60,2:23:41,,Bedatu HIRPA,28 APR 1999,ETH,1,,Praha (CZE),05 MAY 2024,1196
61,2:23:43,,Yebrgual MELESE,18 APR 1990,ETH,5,,Seoul (KOR),17 MAR 2024,1195
62,2:23:45,,Joan KIPYATICH,15 SEP 1998,KEN,2,,Doha (QAT),16 FEB 2024,1195
63,2:23:47,,Antonina KWAMBAI,01 APR 1992,KEN,4,,Sevilla (ESP),18 FEB 2024,1195
64,2:23:50,,Domenika MAYER,09 OCT 1990,GER,1,,Hannover (GER),14 APR 2024,1194
65,2:23:52,,Volha MAZURONAK,14 APR 1989,BLR,1,,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1194
66,2:24:01,,Jessica STENSON,15 AUG 1987,AUS,4,,Daegu (KOR),07 APR 2024,1192
67,2:24:02,,Dalila ABDULKADIR,27 JUN 1998,BRN,5,,Sevilla (ESP),18 FEB 2024,1192
68,2:24:08,,Nazret WELDU,01 JAN 1990,ERI,1,,Wien (AUT),21 APR 2024,1191
69,2:24:12,,Fatima Ezzahra GARDADI,20 MAR 1992,MAR,2,,Xiamen (CHN),07 JAN 2024,1190
69,2:24:12,,Méline ROLLIN,17 JUN 1998,FRA,6,,Sevilla (ESP),18 FEB 2024,1190
71,2:24:18,,Florencia BORELLI,30 OCT 1992,ARG,7,,Sevilla (ESP),18 FEB 2024,1189
72,2:24:20,,Waganesh MEKASHA,16 JAN 1992,ETH,1,,Osaka (JPN),25 FEB 2024,1189
73,2:24:21,,Valentine Chepkwemoi MATEIKO,06 SEP 1996,KEN,4,,Paris (FRA),07 APR 2024,1189
74,2:24:22,,Yuki NAKAMURA,22 AUG 2000,JPN,1,,Gold Coast (AUS),07 JUL 2024,1189
75,2:24:24,,Sifan MELAKU,05 FEB 2000,ETH,6,,Seoul (KOR),17 MAR 2024,1188
76,2:24:30,,Carolina WIKSTRÖM,04 SEP 1993,SWE,8,,Sevilla (ESP),18 FEB 2024,1187
77,2:24:36,,Ivyne JERUTO,28 FEB 1993,KEN,1,,Roma (ITA),17 MAR 2024,1186
77,2:24:36,,Ruth CHEPNGETICH,08 AUG 1994,KEN,9,,London (GBR),21 APR 2024,1186
79,2:24:37,,Tejinesh GEBISA,03 MAR 1995,ETH,9,,Sevilla (ESP),18 FEB 2024,1186
79,2:24:37,,Beyenu DEGEFA,12 JUL 1999,ETH,2,,Osaka (JPN),25 FEB 2024,1186
81,2:24:39,,Tigist GASHAW,25 DEC 1996,BRN,5,,Daegu (KOR),07 APR 2024,1186
82,2:24:40,,Esther NAVARRETE,16 MAR 1990,ESP,10,,Sevilla (ESP),18 FEB 2024,1186
83,2:24:41,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Hannover (GER),14 APR 2024,1186
84,2:24:43,,Sayaka SATO,27 MAY 1994,JPN,5,,Osaka (JPN),28 JAN 2024,1185
84,2:24:43,,Lisa WEIGHTMAN,16 JAN 1979,AUS,3,,Osaka (JPN),25 FEB 2024,1185
86,2:24:45,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,7,,Seoul (KOR),17 MAR 2024,1185
87,2:24:46,,Veronica MAINA,08 AUG 1989,KEN,1,,Wuxi (CHN),24 MAR 2024,1185
87,2:24:46,,Atsede BAYISA,16 APR 1987,ETH,1,,Lima (PER),19 MAY 2024,1185
89,2:24:49,,Emily Chebet KIPCHUMBA,16 FEB 1998,KEN,4,,Rotterdam (NED),14 APR 2024,1184
90,2:24:50,,Tsegaye MELESECH,1994,ETH,3,,"Houston, TX (USA)",14 JAN 2024,1184
90,2:24:50,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,,Praha (CZE),05 MAY 2024,1184
92,2:24:51,,Rahma TAHIRI,09 AUG 1998,MAR,11,,Sevilla (ESP),18 FEB 2024,1184
92,2:24:51,,Zinah SENBETA,30 SEP 1998,ETH,4,,Barcelona (ESP),10 MAR 2024,1184
94,2:24:54,,Deborah SCHÖNEBORN,13 MAR 1994,GER,4,,"Houston, TX (USA)",14 JAN 2024,1183
95,2:24:56,,Katharina STEINRUCK,22 AUG 1989,GER,6,,Osaka (JPN),28 JAN 2024,1183
95,2:24:56,,Chloé HERBIET,03 DEC 1998,BEL,12,,Sevilla (ESP),18 FEB 2024,1183
95,2:24:56,,Pascalia JEPKOGEI,19 NOV 2001,KEN,5,,Rotterdam (NED),14 APR 2024,1183
98,2:24:57,,Meritxell SOLER,20 JUL 1992,ESP,13,,Sevilla (ESP),18 FEB 2024,1183
99,2:25:03,,Kaoutar BOULAID,10 OCT 1989,MAR,5,,Barcelona (ESP),10 MAR 2024,1182
99,2:25:03,,Tsige HAILESLASE,21 SEP 2000,ETH,10,,London (GBR),21 APR 2024,1182
