Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
68,2:26:27,,Sechale DALASA,20 SEP 1991,ETH,5,,Shanghai (CHN),02 DEC 2012,1168
69,2:26:42,,Mizuho NASUKAWA,22 NOV 1979,JPN,2,,Yokohama (JPN),18 NOV 2012,1165
70,2:26:46,,Makeda HARONA,05 SEP 1988,ETH,3,,Paris (FRA),15 APR 2012,1165
71,2:26:52,,Emily Chepkemoi SAMOEI,11 NOV 1980,KEN,1,,Barcelona (ESP),25 MAR 2012,1164
72,2:26:55,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,4,,Yokohama (JPN),18 NOV 2012,1163
73,2:26:59,,Kimberley SMITH,19 NOV 1981,NZL,14,,"Olympic Stadium, London (GBR)",05 AUG 2012,1163
74,2:27:12,,Zemzem AHMED,27 DEC 1984,ETH,6,,Frankfurt (GER),28 OCT 2012,1160
75,2:27:14,,Shitaye BEDASO,1988,ETH,12,,Dubai (UAE),27 JAN 2012,1160
76,2:27:16,,Ryoko KIZAKI,21 JUN 1985,JPN,15,,"Olympic Stadium, London (GBR)",05 AUG 2012,1160
77,2:27:17,,Amy CRAGG,21 JAN 1984,USA,4,,"Houston, TX (USA)",14 JAN 2012,1160
77,2:27:17,,Renee BAILLIE,25 DEC 1981,USA,6,,"Chicago, IL (USA)",07 OCT 2012,1160
79,2:27:18,,Olga GLOK,16 DEC 1982,RUS,2,,Wien (AUT),15 APR 2012,1159
80,2:27:20,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Eindhoven (NED),14 OCT 2012,1159
81,2:27:21,,Souad AIT SALEM,06 JAN 1979,ALG,4,,Praha (CZE),13 MAY 2012,1159
82,2:27:24,,Nastassia IVANOVA,04 NOV 1982,BLR,2,,Düsseldorf (GER),29 APR 2012,1158
83,2:27:28,,Goitetom Haftu TESEMA,1987,ETH,4,,Paris (FRA),15 APR 2012,1158
84,2:27:32,,Miranda BOONSTRA,29 AUG 1972,NED,4,,Rotterdam (NED),15 APR 2012,1157
84,2:27:32,,Lisa WEIGHTMAN,16 JAN 1979,AUS,16,,"Olympic Stadium, London (GBR)",05 AUG 2012,1157
84,2:27:32,,Diana Chepkemoi SIGEI,1987,KEN,4,,Amsterdam (NED),21 OCT 2012,1157
84,2:27:32,,Derebe Godan GEBESA,13 MAR 1988,ETH,4,,Torino (ITA),18 NOV 2012,1157
88,2:27:40,,Chaofeng JIA,16 NOV 1988,CHN,1,,Beijing (CHN),25 NOV 2012,1156
89,2:27:41,,Beatrice TOROITICH,15 DEC 1981,KEN,3,,Hamburg (GER),29 APR 2012,1156
90,2:27:44,,Claire HALLISSEY,17 MAR 1983,GBR,11,,London (GBR),22 APR 2012,1155
91,2:27:50,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,13,,Dubai (UAE),27 JAN 2012,1154
91,2:27:50,,Melkam GIZAW,17 SEP 1990,ETH,3,,Düsseldorf (GER),29 APR 2012,1154
93,2:27:55,,Lamei SUN,04 JAN 1991,CHN,2,,Beijing (CHN),25 NOV 2012,1153
94,2:28:01,,Misaki KATSUMATA,26 DEC 1985,JPN,10,,Nagoya (JPN),11 MAR 2012,1152
95,2:28:02,,Valentine KIPKETER,05 JAN 1993,KEN,4,,Hamburg (GER),29 APR 2012,1152
96,2:28:04,,Alice CHELANGAT,27 DEC 1976,KEN,1,,Nairobi (KEN),28 OCT 2012,1152
97,2:28:05,,Koren Jelila YAL,18 JAN 1987,ETH,12,,London (GBR),22 APR 2012,1152
97,2:28:05,,Weiwei SUN,13 JAN 1985,CHN,3,,Beijing (CHN),25 NOV 2012,1152
99,2:28:08,,Volha DUBOVSKAYA,02 OCT 1985,BLR,4,,Düsseldorf (GER),29 APR 2012,1151
100,2:28:10,,Freya MURRAY,20 SEP 1983,GBR,13,,London (GBR),22 APR 2012,1151
