Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
71,2:24:21,,Marta MEGRA,30 DEC 1990,ETH,1,,Hengshui (CHN),29 SEP 2019,1189
72,2:24:28,,Gutemi Shone IMANA,17 NOV 1991,ETH,1,,Sevilla (ESP),17 FEB 2019,1188
72,2:24:28,,Shuko GENEMO,13 SEP 1995,ETH,7,,Toronto (CAN),20 OCT 2019,1188
72,2:24:28,,Yeshi Kalayu CHEKOLE,12 JUL 1997,ETH,3,,Abu Dhabi (UAE),06 DEC 2019,1188
75,2:24:30,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Chongqing (CHN),31 MAR 2019,1187
76,2:24:33,,Mao ICHIYAMA,29 MAY 1997,JPN,7,,Tokyo (JPN),03 MAR 2019,1187
77,2:24:34,,Genet YALEW,31 DEC 1992,ETH,3,,Praha (CZE),05 MAY 2019,1187
78,2:24:41,,Dibabe KUMA,14 SEP 1996,ETH,1,,Hamburg (GER),28 APR 2019,1186
79,2:24:42,,Worknesh ALEMU,19 MAR 1990,ETH,6,,Amsterdam (NED),20 OCT 2019,1185
79,2:24:42,,Caroline ROTICH,13 MAY 1984,KEN,5,,Frankfurt (GER),27 OCT 2019,1185
81,2:24:47,,Salomé ROCHA,25 APR 1990,POR,8,,London (GBR),28 APR 2019,1185
82,2:24:48,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,3,,Seoul (KOR),17 MAR 2019,1184
83,2:24:53,,Abeba-Tekulu GEBREMESKEL,1989,ETH,2,,Sevilla (ESP),17 FEB 2019,1184
84,2:24:55,,Zinash MEKONNEN,11 SEP 1996,ETH,10,,Valencia (ESP),01 DEC 2019,1183
85,2:25:03,,Askale MERACHI,04 JAN 1987,ETH,6,,Frankfurt (GER),27 OCT 2019,1182
86,2:25:10,,Sally KIPYEGO,19 DEC 1985,USA,7,,Berlin (GER),29 SEP 2019,1181
87,2:25:11,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,5,,Ljubljana (SLO),27 OCT 2019,1181
88,2:25:15,,Honami MAEDA,17 JUL 1996,JPN,1,,Tokyo (JPN),15 SEP 2019,1180
89,2:25:18,,Angela TANUI,27 JUL 1992,KEN,4,,Istanbul (TUR),03 NOV 2019,1179
90,2:25:20,,Josephine CHEPKOECH,21 APR 1989,KEN,2,,Barcelona (ESP),10 MAR 2019,1179
90,2:25:20,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,1,,Hangzhou (CHN),03 NOV 2019,1179
92,2:25:25,,Sairi MAEDA,07 NOV 1991,JPN,10,,Nagoya (JPN),10 MAR 2019,1178
93,2:25:26,,Sentayehu LEWETEGN,09 MAY 1996,ETH,6,,Ljubljana (SLO),27 OCT 2019,1178
94,2:25:27,,Emma BATES,08 JUL 1992,USA,4,,"Chicago, IL (USA)",13 OCT 2019,1178
95,2:25:28,,Mizuki TANIMOTO,18 DEC 1994,JPN,11,,Nagoya (JPN),10 MAR 2019,1178
96,2:25:29,,Sifan MELAKU,05 FEB 2000,ETH,5,,Istanbul (TUR),03 NOV 2019,1178
96,2:25:29,,Jess PIASECKI,18 APR 1990,GBR,1,,Firenze (ITA),24 NOV 2019,1178
98,2:25:38,,Charlotte PURDUE,10 JUN 1991,GBR,10,,London (GBR),28 APR 2019,1176
99,2:25:39,,Fatuma SADO,11 OCT 1991,ETH,1,,Osaka (JPN),27 JAN 2019,1176
100,2:25:46,,Rei OHARA,10 AUG 1990,JPN,2,,Osaka (JPN),27 JAN 2019,1175
