Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
47,2:25:58,,Valeria STRANEO,05 APR 1976,ITA,2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1173
48,2:26:05,,Isabellah ANDERSSON,12 NOV 1980,SWE,7,,Dubai (UAE),25 JAN 2013,1172
48,2:26:05,,Lisa WEIGHTMAN,16 JAN 1979,AUS,1,,Melbourne (AUS),13 OCT 2013,1172
50,2:26:07,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Hengshui (CHN),21 SEP 2013,1171
51,2:26:15,,Meseret LEGESE,26 AUG 1987,ETH,2,,Hengshui (CHN),21 SEP 2013,1170
52,2:26:17,,Eri HAYAKAWA,15 NOV 1981,JPN,5,,Nagoya (JPN),10 MAR 2013,1170
53,2:26:18,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,3,,Seoul (KOR),17 MAR 2013,1169
54,2:26:20,,Mestawat TUFA,14 SEP 1983,ETH,6,,Nagoya (JPN),10 MAR 2013,1169
55,2:26:24,,Melkam GIZAW,17 SEP 1990,ETH,1,,Düsseldorf (GER),28 APR 2013,1168
56,2:26:32,,Mi Gyong KIM,17 OCT 1991,PRK,1,,Pyongyang (PRK),14 APR 2013,1167
57,2:26:34,,Ashu KASIM,20 OCT 1984,ETH,3,,Shanghai (CHN),01 DEC 2013,1167
58,2:26:41,,Mari OZAKI,16 JUL 1975,JPN,3,,Osaka (JPN),27 JAN 2013,1166
59,2:26:42,,Hilde KIBET,27 MAR 1981,NED,3,,Rotterdam (NED),14 APR 2013,1165
60,2:26:43,,Sechale DALASA,20 SEP 1991,ETH,2,,Toronto (CAN),20 OCT 2013,1165
61,2:26:45,,Karolina NADOLSKA,06 SEP 1981,POL,1,,Łódź (POL),14 APR 2013,1165
62,2:27:00,,Caroline ROTICH,13 MAY 1984,KEN,1,,Praha (CZE),12 MAY 2013,1162
63,2:27:01,,Azalech MASRESHA,04 MAY 1988,ETH,1,,Valencia (ESP),17 NOV 2013,1162
64,2:27:03,,Alessandra AGUILAR,01 JUL 1978,ESP,4,,Rotterdam (NED),14 APR 2013,1162
65,2:27:07,,Olena BURKOVSKA,09 AUG 1981,UKR,1,,Hannover (GER),05 MAY 2013,1161
66,2:27:10,,Sultan HAYDAR,23 JUN 1987,TUR,3,,Roma (ITA),17 MAR 2013,1161
67,2:27:17,,Yoko MIYAUCHI,19 JUN 1983,JPN,7,,Nagoya (JPN),10 MAR 2013,1160
68,2:27:19,,Eunice KALES,06 DEC 1984,KEN,2,,Melbourne (AUS),13 OCT 2013,1159
69,2:27:20,,Sung-eun KIM,24 FEB 1989,KOR,4,,Seoul (KOR),17 MAR 2013,1159
70,2:27:27,,Caroline CHEPKWONY,24 JUL 1985,KEN,1,,Ljubljana (SLO),27 OCT 2013,1158
71,2:27:35,,Fatuma SADO,11 OCT 1991,ETH,1,,Xiamen (CHN),05 JAN 2013,1157
72,2:27:44,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Ottawa (CAN),26 MAY 2013,1155
73,2:27:47,,Ashete BEKERE,17 APR 1988,ETH,1,,Košice (SVK),06 OCT 2013,1155
74,2:27:52,,Rebeca CHESIRE,04 DEC 1992,KEN,2,,Düsseldorf (GER),28 APR 2013,1154
75,2:27:54,,Beata NAIGAMBO,11 MAR 1980,NAM,9,,Dubai (UAE),25 JAN 2013,1153
76,2:27:55,,Anna HAHNER,20 NOV 1989,GER,8,,Frankfurt (GER),27 OCT 2013,1153
77,2:28:00,,Lanni MARCHANT,11 APR 1984,CAN,3,,Toronto (CAN),20 OCT 2013,1152
78,2:28:01,,Serena BURLA,29 JUL 1982,USA,2,,Amsterdam (NED),20 OCT 2013,1152
79,2:28:02,,Helah Jelagat KIPROP,07 APR 1985,KEN,4,,Berlin (GER),29 SEP 2013,1152
79,2:28:02,,Marta MEGRA,30 DEC 1990,ETH,2,,Košice (SVK),06 OCT 2013,1152
81,2:28:03,,Fantu JIMMA,11 SEP 1987,ETH,6,,Paris (FRA),07 APR 2013,1152
82,2:28:08,,Genet GETANEH,06 JAN 1986,ETH,8,,Nagoya (JPN),10 MAR 2013,1151
83,2:28:14,,Christelle DAUNAY,05 DEC 1974,FRA,4,,"New York, NY (USA)",03 NOV 2013,1150
84,2:28:22,,Lydia Jerotich RUTTO,25 SEP 1984,KEN,5,,Seoul (KOR),17 MAR 2013,1149
85,2:28:23,,Milka JEROTICH,1986,KEN,1,,Warszawa (POL),21 APR 2013,1149
86,2:28:30,,Yoshimi OZAKI,01 JUL 1981,JPN,5,,Tokyo (JPN),24 FEB 2013,1147
87,2:28:32,,Hye Gyong KIM,09 MAR 1993,PRK,2,,Pyongyang (PRK),14 APR 2013,1147
87,2:28:32,,Krista DUCHENE,09 JAN 1977,CAN,4,,Toronto (CAN),20 OCT 2013,1147
89,2:28:36,,Janet Jelagat RONO,08 DEC 1988,KEN,1,,Köln (GER),13 OCT 2013,1146
89,2:28:36,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,3,,Amsterdam (NED),20 OCT 2013,1146
91,2:28:37,,Mai ITO,23 MAY 1984,JPN,7,,London (GBR),21 APR 2013,1146
92,2:28:47,,Azusa NOJIRI,06 JUN 1982,JPN,2,,Yokohama (JPN),17 NOV 2013,1145
93,2:28:49,,Kimberley SMITH,19 NOV 1981,NZL,6,,"New York, NY (USA)",03 NOV 2013,1144
94,2:28:53,,Philes ONGORI,19 JUL 1986,KEN,2,,Praha (CZE),12 MAY 2013,1144
95,2:28:54,,Faith Cheruto CHEMAOI,09 NOV 1979,KEN,2,,Valencia (ESP),17 NOV 2013,1143
96,2:29:10,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,7,,"New York, NY (USA)",03 NOV 2013,1141
97,2:29:11,,Jessica AUGUSTO,08 NOV 1981,POR,3,,Yokohama (JPN),17 NOV 2013,1141
98,2:29:12,,Eleni GEBREMEDHIN-GEBREHIWOT,03 AUG 1984,ETH,1,,Münster (GER),08 SEP 2013,1141
99,2:29:15,,Desiree DAVILA,26 JUL 1983,USA,5,,Berlin (GER),29 SEP 2013,1140
100,2:29:17,,Diana LOBACEVSKĖ,07 AUG 1980,LTU,1,,Hamburg (GER),21 APR 2013,1140
