Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
20,2:26:32,,Catherine NDEREBA,21 JUL 1972,KEN,2,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1167
21,2:26:34,,Bruna GENOVESE,24 SEP 1976,ITA,1,,Tokyo (JPN),21 NOV 2004,1167
22,2:26:43,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,2,,Tokyo (JPN),21 NOV 2004,1165
23,2:26:50,,Masako CHIBA,18 JUL 1976,JPN,1,,Sapporo (JPN),29 AUG 2004,1164
24,2:26:51,,Irina PERMITINA,03 FEB 1968,RUS,1,,St. Paul (USA),03 OCT 2004,1164
25,2:26:53,,Sonja OBEREM-KROLIK,24 FEB 1973,GER,3,,Berlin (GER),26 SEP 2004,1164
26,2:26:58,,Elfinesh ALEMU,15 MAR 1975,ETH,3,,Tokyo (JPN),21 NOV 2004,1163
27,2:27:06,,Aki FUJIKAWA,14 NOV 1978,JPN,3,,Nagoya (JPN),14 MAR 2004,1161
28,2:27:08,,Madaí PÉREZ,02 FEB 1980,MEX,2,,Rotterdam (NED),04 APR 2004,1161
29,2:27:19,,Beatrice OMWANZA,24 FEB 1974,KEN,4,,Berlin (GER),26 SEP 2004,1159
30,2:27:20,,Deena KASTOR,14 FEB 1973,USA,3,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1159
31,2:27:25,,Albina MAYOROVA,16 MAY 1977,RUS,4,,London (GBR),18 APR 2004,1158
32,2:27:27,,Silviya SKVORTSOVA,16 NOV 1974,RUS,2,,St. Paul (USA),03 OCT 2004,1158
33,2:27:28,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,5,,Tokyo (JPN),21 NOV 2004,1158
34,2:27:33,,Helena JAVORNIK,26 MAR 1966,SLO,1,,Amsterdam (NED),17 OCT 2004,1157
34,2:27:33,,Lyubov MORGUNOVA,14 JAN 1971,RUS,1,,"Honolulu, HI (USA)",13 DEC 2004,1157
36,2:27:49,,Ornella FERRARA,17 APR 1968,ITA,1,,Roma (ITA),28 MAR 2004,1154
37,2:27:54,,Leila AMAN,24 NOV 1977,ETH,5,,Berlin (GER),26 SEP 2004,1153
38,2:27:58,,Miki OYAMA,22 OCT 1979,JPN,4,,Nagoya (JPN),14 MAR 2004,1153
39,2:28:05,,Fatuma ROBA,18 DEC 1973,ETH,1,,Nagano (JPN),11 APR 2004,1152
40,2:28:11,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,,Milano (ITA),28 NOV 2004,1151
40,2:28:11,,Eri HAYAKAWA,15 NOV 1981,JPN,2,,"Honolulu, HI (USA)",13 DEC 2004,1151
42,2:28:17,,Helan LI,02 JAN 1978,CHN,2,,Xiamen (CHN),27 MAR 2004,1150
43,2:28:25,,Colleen DE REUCK,13 APR 1964,USA,1,,St. Louis (USA),03 APR 2004,1148
44,2:28:28,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,6,,"Chicago, IL (USA)",10 OCT 2004,1148
45,2:28:32,,Bong-Sil HAM,24 JUL 1974,PRK,3,,Xiamen (CHN),27 MAR 2004,1147
46,2:28:33,,Marla RUNYAN,04 JAN 1969,USA,7,,"Chicago, IL (USA)",10 OCT 2004,1147
47,2:28:36,,Margarita TAPIA,16 NOV 1976,MEX,1,,"Houston, TX (USA)",18 JAN 2004,1146
48,2:28:48,,Alina IVANOVA,16 MAR 1969,RUS,8,,London (GBR),18 APR 2004,1144
49,2:28:49,,Dorota GRUCA,05 DEC 1970,POL,1,,Mazatlán (MEX),28 NOV 2004,1144
50,2:28:57,,Emily Chepar KIMURIA,10 JUN 1975,KEN,1,,Hamburg (GER),18 APR 2004,1143
51,2:28:58,,Alice CHELANGAT,27 DEC 1976,KEN,2,,Hamburg (GER),18 APR 2004,1143
52,2:29:19,,Corinne RAUX,16 AUG 1976,FRA,3,,Paris (FRA),04 APR 2004,1139
53,2:29:22,,Rosaria CONSOLE,17 DEC 1979,ITA,1,,Wien (AUT),16 MAY 2004,1139
54,2:29:27,,Yu WANG,27 FEB 1984,CHN,4,,Xiamen (CHN),27 MAR 2004,1138
55,2:29:30,,Larisa ZYUZKO,27 APR 1969,RUS,4,,Paris (FRA),04 APR 2004,1138
56,2:29:40,,Tegla LOROUPE,09 MAY 1973,KEN,1,,Leipzig (GER),25 APR 2004,1136
57,2:29:43,,Mai TAGAMI,22 JAN 1980,JPN,2,,Sapporo (JPN),29 AUG 2004,1135
58,2:29:48,,Olesya NURGALIEVA,09 JAN 1976,RUS,1,,Frankfurt (GER),31 OCT 2004,1135
59,2:29:49,,Mizuho NASUKAWA,22 NOV 1979,JPN,4,,Osaka (JPN),25 JAN 2004,1134
59,2:29:49,,Yelena NURGALIEVA,09 JAN 1976,RUS,2,,Frankfurt (GER),31 OCT 2004,1134
61,2:29:53,,Shujing ZHANG,13 SEP 1978,CHN,5,,Xiamen (CHN),27 MAR 2004,1134
62,2:29:56,,Olga KOVPOTINA,10 JAN 1968,RUS,5,,Paris (FRA),04 APR 2004,1133
63,2:29:57,,Jennifer RHINES,01 JUL 1974,USA,3,,St. Louis (USA),03 APR 2004,1133
64,2:29:58,,Yanyan DAI,08 JAN 1980,CHN,3,,Beijing (CHN),17 OCT 2004,1133
65,2:30:07,,Annemette JENSEN,11 APR 1972,DEN,1,,Zürich (SUI),04 APR 2004,1131
66,2:30:11,,Fumi MURATA,13 MAR 1975,JPN,5,,Nagoya (JPN),14 MAR 2004,1131
67,2:30:15,,Takami OMINAMI,15 NOV 1975,JPN,6,,Nagoya (JPN),14 MAR 2004,1130
67,2:30:15,,Yelena BURYKINA,07 MAY 1972,RUS,3,,Rotterdam (NED),04 APR 2004,1130
69,2:30:16,,Maya NISHIO,19 DEC 1978,JPN,7,,Nagoya (JPN),14 MAR 2004,1130
70,2:30:17,,Tetyana POZDNYAKOVA,04 MAR 1956,UKR,1,,"Los Angeles, CA (USA)",07 MAR 2004,1130
71,2:30:19,,Kyung-hee CHOI,13 SEP 1981,KOR,4,,Seoul (KOR),14 MAR 2004,1129
72,2:30:21,,Derartu TULU,21 MAR 1972,ETH,8,,"Chicago, IL (USA)",10 OCT 2004,1129
73,2:30:32,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,4,,St. Louis (USA),03 APR 2004,1127
74,2:30:34,,Margaret Karie TOROITICH,29 DEC 1979,KEN,1,,Ostende (BEL),02 OCT 2004,1127
75,2:30:36,,Beáta RAKONCZAI,25 JUN 1977,HUN,6,,Paris (FRA),04 APR 2004,1127
76,2:30:40,,Lidia ŞIMON,04 SEP 1973,ROU,2,,Wien (AUT),16 MAY 2004,1126
77,2:30:43,,Beatriz ROS,12 MAY 1974,ESP,7,,Paris (FRA),04 APR 2004,1126
78,2:30:50,,Magdalena LEWY-BOULET,01 AUG 1973,USA,5,,St. Louis (USA),03 APR 2004,1124
79,2:30:53,,Lyudmila KORCHAGINA,26 JUL 1971,RUS,1,,Ottawa (CAN),30 MAY 2004,1124
80,2:31:07,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,5,,Osaka (JPN),25 JAN 2004,1122
81,2:31:15,,Olivera JEVTIĆ,24 JUL 1977,SCG,6,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1120
81,2:31:15,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Palermo (ITA),21 NOV 2004,1120
83,2:31:18,,Ryoko KITAJIMA-EDA,12 JUN 1976,JPN,6,,Osaka (JPN),25 JAN 2004,1120
84,2:31:21,,Fenjin LI,11 FEB 1983,CHN,6,,Xiamen (CHN),27 MAR 2004,1119
85,2:31:23,,Nadja WIJENBERG,02 APR 1964,NED,1,,Enschede (NED),16 MAY 2004,1119
86,2:31:47,,Renata PARADOWSKA-SOBIESAK,14 JUN 1970,POL,7,,Osaka (JPN),25 JAN 2004,1115
86,2:31:47,,Valentina YEGOROVA,16 FEB 1964,RUS,2,,Nagano (JPN),11 APR 2004,1115
88,2:31:53,,Heather HANSCOM,16 NOV 1977,USA,6,,St. Louis (USA),03 APR 2004,1114
88,2:31:53,,Gloria MARCONI,31 MAR 1968,ITA,2,,Milano (ITA),28 NOV 2004,1114
90,2:32:04,,Claudia DREHER,02 MAY 1971,GER,1,,Köln (GER),12 SEP 2004,1112
91,2:32:05,,Yong-Ok JONG,24 JAN 1981,PRK,7,,Xiamen (CHN),27 MAR 2004,1112
92,2:32:06,,Viktoriya KLIMINA,01 MAR 1976,RUS,3,,St. Paul (USA),03 OCT 2004,1112
93,2:32:07,,Gete WAMI,11 DEC 1974,ETH,8,,Tokyo (JPN),21 NOV 2004,1112
94,2:32:14,,Jin-suk CHANG,10 JAN 1983,KOR,1,,Jeonju (KOR),01 JAN 2004,1111
95,2:32:15,,Takako KOTORIDA,02 APR 1977,JPN,8,,Osaka (JPN),25 JAN 2004,1111
96,2:32:16,,Jennifer Chesinon LINGAKWIANG,06 AUG 1982,KEN,1,,Bruxelles (BEL),10 OCT 2004,1110
97,2:32:17,,Larisa MALIKOVA,02 APR 1969,RUS,3,,Hamburg (GER),18 APR 2004,1110
98,2:32:20,,Tiziana ALAGIA,08 MAR 1973,ITA,6,,Berlin (GER),26 SEP 2004,1110
99,2:32:21,,Yumiko OKAMOTO,28 MAR 1978,JPN,9,,Tokyo (JPN),21 NOV 2004,1110
100,2:32:23,,María ABEL,23 OCT 1974,ESP,4,,Rotterdam (NED),04 APR 2004,1109
