Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
45,2:24:47,,Bruktayit ESHETU,29 SEP 1990,ETH,2,,"Houston, TX (USA)",19 JAN 2020,1185
46,2:24:50,,Malindi ELMORE,13 MAR 1980,CAN,3,,"Houston, TX (USA)",19 JAN 2020,1184
47,2:24:51,,Amane Beriso SHANKULE,13 OCT 1991,ETH,1,,Mumbai (IND),19 JAN 2020,1184
48,2:24:54,,Meseret BELETE,16 SEP 1999,ETH,4,,"Houston, TX (USA)",19 JAN 2020,1183
49,2:25:08,,Birke DEBELE,12 SEP 1995,ETH,7,,Nagoya (JPN),08 MAR 2020,1181
50,2:25:13,,Molly SEIDEL,12 JUL 1994,USA,6,,London (GBR),04 OCT 2020,1180
51,2:25:22,,Senbere TEFERI,03 MAY 1995,ETH,7,,Tokyo (JPN),01 MAR 2020,1179
51,2:25:22,,Kellyn TAYLOR,22 JUL 1986,USA,3,,"Chandler, AZ (USA)",20 DEC 2020,1179
53,2:25:40,,Emma BATES,08 JUL 1992,USA,4,,"Chandler, AZ (USA)",20 DEC 2020,1176
54,2:26:02,,Lisa WEIGHTMAN,16 JAN 1979,AUS,5,,Osaka (JPN),26 JAN 2020,1172
55,2:26:12,,Medina Deme ARMINO,22 OCT 1997,ETH,1,,Xiamen (CHN),05 JAN 2020,1170
56,2:26:19,,Natasha WODAK,17 DEC 1981,CAN,5,,"Chandler, AZ (USA)",20 DEC 2020,1169
57,2:26:24,,Bornes CHEPKIRUI,23 NOV 1986,KEN,6,,Osaka (JPN),26 JAN 2020,1168
58,2:26:28,,Mesera HUSSEN,04 APR 2000,ETH,2,,Xiamen (CHN),05 JAN 2020,1168
59,2:26:34,,Ai HOSODA,27 NOV 1995,JPN,8,,Nagoya (JPN),08 MAR 2020,1167
59,2:26:34,,Andrea Soraya RAMÍREZ LIMON,05 NOV 1992,MEX,6,,"Chandler, AZ (USA)",20 DEC 2020,1167
61,2:26:35,,Haruka YAMAGUCHI,07 JUL 1987,JPN,7,,Osaka (JPN),26 JAN 2020,1167
62,2:26:39,,Zhixuan LI,23 MAR 1994,CHN,1,,Shanghai (CHN),29 NOV 2020,1166
63,2:26:42,,Afera GODFAY,25 SEP 1991,ETH,3,,Xiamen (CHN),05 JAN 2020,1165
63,2:26:42,,Carolina WIKSTRÖM,04 SEP 1993,SWE,11,,Valencia (ESP),06 DEC 2020,1165
65,2:26:51,,Gerda STEYN,03 MAR 1990,RSA,7,,London (GBR),04 OCT 2020,1164
66,2:26:54,,Hiwot AYALEW,06 MAR 1990,ETH,4,,Xiamen (CHN),05 JAN 2020,1163
67,2:26:55,,Deborah SCHÖNEBORN,13 MAR 1994,GER,12,,Valencia (ESP),06 DEC 2020,1163
68,2:26:59,,Bizunesh DEBA,08 SEP 1987,ETH,7,,Dubai (UAE),24 JAN 2020,1163
68,2:26:59,,Dan LI,01 MAY 1995,CHN,1,,Nanjing (CHN),29 NOV 2020,1163
70,2:27:03,,Yebrgual MELESE,18 APR 1990,ETH,5,,Xiamen (CHN),05 JAN 2020,1162
71,2:27:07,,Gladys TEJEDA,30 SEP 1985,PER,6,,Sevilla (ESP),23 FEB 2020,1161
71,2:27:07,,Sinead DIVER,17 FEB 1977,AUS,8,,London (GBR),04 OCT 2020,1161
73,2:27:08,,Marta GALIMANY,05 OCT 1985,ESP,13,,Valencia (ESP),06 DEC 2020,1161
73,2:27:08,,Sardana TROFIMOVA,28 MAR 1988,RUS,1,,Sochi (RUS),06 DEC 2020,1161
75,2:27:14,,Rodah JEPKORIR,25 APR 1991,KEN,2,,Mumbai (IND),19 JAN 2020,1160
76,2:27:18,,Fatuma SADO,11 OCT 1991,ETH,8,,Osaka (JPN),26 JAN 2020,1159
77,2:27:20,,Birhan MHRETU,13 MAR 1999,ETH,6,,Xiamen (CHN),05 JAN 2020,1159
78,2:27:22,,Tsehay Gebre GETISO,11 SEP 1992,ETH,7,,Xiamen (CHN),05 JAN 2020,1159
79,2:27:23,,Aliphine Chepkerker TULIAMUK,05 APR 1989,USA,1,,"Atlanta, GA (USA)",29 FEB 2020,1159
80,2:27:29,,Darya MYKHAYLOVA,29 APR 1989,UKR,9,,London (GBR),04 OCT 2020,1158
81,2:27:34,,Shitaye ESHETE,21 MAY 1990,BRN,8,,Tokyo (JPN),01 MAR 2020,1157
82,2:27:39,,Webalem BAZANEW,15 SEP 1989,ETH,1,,Castellón (ESP),16 FEB 2020,1156
83,2:27:41,,Zinash DEBEBE,12 OCT 1996,ETH,8,,Xiamen (CHN),05 JAN 2020,1156
84,2:27:42,,Shure DEMISE,21 JAN 1996,ETH,9,,Tokyo (JPN),01 MAR 2020,1155
85,2:27:50,,Haftamnesh TESFAYE,28 APR 1994,ETH,9,,Osaka (JPN),26 JAN 2020,1154
85,2:27:50,,Beji BEKELU,21 AUG 1999,ETH,7,,Sevilla (ESP),23 FEB 2020,1154
87,2:27:51,,Hanae TANAKA,12 FEB 1990,JPN,10,,Osaka (JPN),26 JAN 2020,1154
88,2:27:54,,Ayaka INOUE,19 JUN 1991,JPN,11,,Osaka (JPN),26 JAN 2020,1153
89,2:27:56,,Hawi Alemu NEGARI,24 JAN 1998,ETH,1,,Marrakech (MAR),26 JAN 2020,1153
90,2:27:57,,Naom JEBET,05 APR 1994,KEN,2,,Castellón (ESP),16 FEB 2020,1153
91,2:28:03,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,12,,Osaka (JPN),26 JAN 2020,1152
91,2:28:03,,Giovanna EPIS,11 OCT 1988,ITA,1,,Reggio Emilia (ITA),13 DEC 2020,1152
93,2:28:05,,Melkam GIZAW,17 SEP 1990,ETH,8,,Sevilla (ESP),23 FEB 2020,1152
94,2:28:07,,Souad KABOUCHIA,12 AUG 1982,MAR,2,,Marrakech (MAR),26 JAN 2020,1151
95,2:28:12,,Rei OHARA,10 AUG 1990,JPN,13,,Osaka (JPN),26 JAN 2020,1150
96,2:28:18,,Valary JEMELI,08 JUN 1991,KEN,10,,London (GBR),04 OCT 2020,1149
97,2:28:20,,Bere AYALEW,12 SEP 1999,ETH,3,,Marrakech (MAR),26 JAN 2020,1149
98,2:28:23,,Chaltu NEGESSE,20 SEP 1992,ETH,4,,Marrakech (MAR),26 JAN 2020,1149
99,2:28:24,,Andrea Paola BONILLA,05 DEC 1986,ECU,14,,Valencia (ESP),06 DEC 2020,1148
100,2:28:25,,Anja SCHERL,12 APR 1986,GER,9,,Sevilla (ESP),23 FEB 2020,1148
